t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r
0,0.00512958303817967,0,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,0.00512958303817967,-0.0557772798034009,-0.027848879358281,0,0,0,0
0.001,-0.00464105132025594,-0.00464105132025594,-0.0241823200371289,0.0308050367290811,0.061651044589528,-0.00463989205409755,0.0241825424937433,0.0308020812435567,-0.0616525212617078,-1.57084426515748,-0.144963141214248,273.972707255277,-0.144963141214248
0.002,-0.00464105132025594,-0.00464105132025594,-0.0241823200371289,0.0308050367290811,0.061651044589528,-0.00463989205409755,0.0241825424937433,0.0308020812435567,-0.0616525212617078,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.003,0.00512958303831741,-0.00464105132025594,-0.00464105131998046,-0.0278488793591078,-0.0557772798050563,0.00512980551682416,0.00464080541083619,-0.027846205455646,0.0557786147706415,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.004,0.0149002173964287,-0.00464105132025594,0.0149002173962421,-0.0865027954445227,-0.173205604194083,0.0148995030872838,-0.0149009316711449,-0.086494492152075,0.173209750797434,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.005,-0.043723588753778,-0.00464105132025594,-0.00464105132025594,0.2067667849901,-0.0557772798034009,-0.0437233662191368,0.00464314735217353,0.206769458623978,0.0557673676782049,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.006,0.00512958303845515,-0.00464105132025594,-0.00464105131970498,-0.0278488793599347,-0.0557772798067117,0.00512980551696189,0.00464080541056071,-0.0278462054564728,0.055778614772297,-1.57084426515748,-0.144963141214248,271.81851582946,-0.144963141214248
0.007,0.0149002173965664,-0.00464105132025594,0.0149002173965175,-0.0865027954453496,-0.173205604195739,0.0148995030874216,-0.0149009316714204,-0.0864944921529018,0.173209750799089,-1.57084426515748,-0.144963141214248,271.775371220086,-0.144963141214248
0.008,0.0442121204704648,-0.00464105132025594,0.0637533891871538,-0.203810627613802,-0.408062252973426,0.0442090641865775,-0.0637555085705593,-0.203791065543382,0.408072022852306,-1.57084426515748,-0.144963141214248,271.775371220086,-0.144963141214248
0.009,-0.0339529543944272,-0.00464105132025594,-0.0241823200358494,0.148112868898684,0.0616510445826933,-0.0339517950945882,0.0241839476571008,0.148109913278369,-0.0616581448002635,-1.57084426515748,-0.144963141214248,271.775371220086,-0.144963141214248
0.01,-0.0144116856781584,-0.00464105132025594,-0.00464105131963388,0.0894589528137758,-0.0557772798066049,-0.0144114631771979,0.00464174218691434,0.0894616265824459,0.0557729912267997,-1.57084426515748,-0.144963141214248,271.775371220086,-0.144963141214248
0.011,0.0442121204705092,-0.00464105132025594,0.0637533891871449,-0.203810627613295,-0.408062252973693,0.0442090641866219,-0.0637555085705504,-0.203791065542875,0.408072022852573,-1.57084426515748,-0.144963141214248,271.775371220086,-0.144963141214248
0.012,0.034441486113491,-0.00464105132025594,0.0344414861134998,-0.145156711533028,-0.290633928589308,0.0344398350054676,-0.0344431371423737,-0.145142778851594,0.290640886830424,-1.57084426515748,-0.144963141214248,273.866807865845,-0.144963141214248
0.013,0.0539827548283182,-0.00464105132025594,0.0832946579031719,-0.262464543698203,-0.525490577361491,0.0539787617567794,-0.0832972456523359,-0.262439352238797,0.525503158878136,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.014,-0.0339529543946848,-0.00464105132025594,-0.0241823200360537,0.148112868899698,0.0616510445836541,-0.0339517950948459,0.0241839476573052,0.148109913279382,-0.0616581448012244,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.015,0.0149002173951491,-0.00464105132025594,0.0149002173956823,-0.0865027954376415,-0.17320560419152,0.0148995030860043,-0.0149009316705851,-0.0864944921451939,0.17320975079487,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.016,-0.0925767605440767,-0.00464105132025594,-0.0534942231110984,0.500036365416505,0.179079368975568,-0.0925741960122393,0.0534986610279434,0.500027780070223,-0.17910333969438,-1.57084426515748,-0.144963141214248,276.899436780149,-0.144963141214248
0.017,-0.0144116856784916,-0.00464105132025594,-0.00464105132009594,0.0894589528154826,-0.0557772798043623,-0.014411463177531,0.00464174218737641,0.0894616265841526,0.055772991224557,-1.57084426515748,-0.144963141214248,276.963525747743,-0.144963141214248
0.018,0.0344414861121312,-0.00464105132025594,0.0344414861124023,-0.145156711526493,-0.29063392858274,0.0344398350041079,-0.0344431371412761,-0.145142778845059,0.290640886823855,-1.57084426515748,-0.144963141214248,273.975759110862,-0.144963141214248
0.019,-0.0144116856784249,-0.00464105132025594,-0.00464105132004265,0.0894589528151627,-0.0557772798046826,-0.0144114631774644,0.00464174218732312,0.0894616265838327,0.0557729912248772,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.02,0.0149002173960821,-0.00464105132025594,0.0149002173962598,-0.0865027954424422,-0.17320560419419,0.0148995030869373,-0.0149009316711627,-0.0864944921499944,0.17320975079754,-1.57084426515748,-0.144963141214248,273.911670143239,-0.144963141214248
0.021,-0.0144116856782517,-0.00464105132025594,-0.00464105131996272,0.0894589528138028,-0.0557772798051629,-0.0144114631772912,0.00464174218724318,0.0894616265824728,0.0557729912253577,-1.57084426515748,-0.144963141214248,276.900034452989,-0.144963141214248
0.022,0.0149002173964465,-0.00464105132025594,0.0149002173966153,-0.0865027954446296,-0.173205604196326,0.0148995030873016,-0.0149009316715182,-0.0864944921521817,0.173209750799676,-1.57084426515748,-0.144963141214248,276.963525747743,-0.144963141214248
