t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r
0,0.0149002173966153,0,0.0149002173966153,-0.086502795445643,-0.173205604196326,0.0149002173966153,0.0149002173966153,-0.173205604196326,-0.086502795445643,0,0,0,0
0.001,-0.0144116844564022,-0.00464105132025594,-0.0534942202604272,0.0894589454789401,0.179079354292377,-0.0144091200145165,0.0534949110715147,0.0894503606051338,-0.179083642601971,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.002,0.0149002149553689,-0.00464105132025594,0.0149002117003737,-0.0865027807906416,-0.173205574856218,0.0148995006464971,-0.0149009259751596,-0.0864944774996003,0.173209721458865,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.003,-0.0144116820151558,-0.00464105132025594,-0.0925767471132138,0.148112839580466,0.413935944384664,-0.0144072440209279,0.0925774378792767,0.148092995998897,-0.413943044196039,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.004,-0.0144116856786916,-0.00464105132025594,-0.00464106596773426,0.0894589625864441,-0.0557772015631114,-0.0144114631770289,0.00464175683501472,0.0894616363513633,0.0557729129828378,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.005,0.0344414759388496,-0.00464105132025594,0.034441477973777,-0.14515666266966,-0.290633879675724,0.0344398248312164,-0.0344431290021631,-0.145142729990571,0.290640837914497,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.006,-0.102347360727164,-0.00464105132025594,-0.0730354649755968,0.558690105655319,0.296507546674843,-0.102343859408963,0.0730403712565621,0.558675890927083,-0.29653432902299,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.007,0.0149001832125011,-0.00464105132025594,0.0149001917585297,-0.0865026073364495,-0.17320546724912,0.0148994689045854,-0.0149009060317938,-0.0864943040505669,0.173209613843452,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.008,0.00512958629317486,-0.00464105132025594,-0.00464104481026558,0.0308049976490772,-0.0557773189235456,0.00512980877136954,0.00464079890096528,0.0308076714870184,0.0557758421183089,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.009,0.0149002137341903,-0.00464105132025594,0.0149002100717654,-0.0278488573724447,-0.173205560179488,0.0148994994253966,-0.0149009243464927,-0.0278405541495029,0.173206895009089,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.01,0.00512958710803444,-0.00464105132025594,-0.0046410431805464,-0.027848879358281,-0.0557773287169318,0.005129809586151,0.00464079727120704,-0.0278462054524744,0.055778663682517,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.011,0.0832946220962744,-0.00464105132025594,-0.00464105132025594,-0.379772214657429,-0.0557772798034009,0.0832948444849661,0.00463705830712934,-0.379769540349592,0.055795485397429,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.012,-0.0144116368426559,-0.00464105132025594,-0.00464105132025594,0.0894587182830746,-0.0557772798034009,-0.0144114143416955,0.0046417421851953,0.0894613920517448,0.0557729912348386,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.013,0.0149002015268476,-0.00464105132025594,0.0149002068167702,-0.0865027001781315,-0.173205540619416,0.01489948721821,-0.0149009210909123,-0.0864943968887315,0.173209687218199,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
0.014,0.0149002173966153,-0.00464105132025594,0.0149002173966153,-0.086502795445643,-0.173205604196326,0.0148995030874704,-0.0149009316715182,-0.0864944921531951,0.173209750799676,-1.57084426515748,-0.144963141214248,-0.144963141214248,-0.144963141214248
