t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r,"T_ass:0.38,S_pct:1.35,kp:0.2873,ki:4.8730"
0,0.0576078253081553,0,0.0451656136605118,0.41193510924207,-0.414677843425642,0,0,0,0,0,0,0,0
0.01,-0.0520003941039463,0.000103909143945202,0.00127290954622227,-0.0399799431609103,0.178539039872999,-0.000471038530223515,0.000681175298903805,0.0188858458790255,-0.0317658398461043,1.1108179660847,-0.00310832605614484,0,0
0.02,-0.0712826415762922,0.000116083916509524,-0.0874118866091203,0.499235960881925,-0.449704677117696,-0.00054248209103017,0.000781783498387756,0.0219104336426996,-0.0365275432453329,1.11079478807476,-0.00320976226629097,0,0
0.03,0.0735779120348786,0.00012686601257883,0.0591552418524288,0.260785896793102,0.333852843430706,-0.00056718537554852,0.000819470633339327,0.0226612100494542,-0.0381728266087111,1.11077243538004,-0.00299828437295187,0,0
0.04,0.0540653584423749,0.000126235361676663,0.0382337505203417,-0.303597658547242,0.472218816849677,-0.000550828678035216,0.0007995324034513,0.0218711062937325,-0.0371890086953223,1.1107531720956,-0.00254866708674549,0,0
0.05,-0.117923762166025,0.000132451008539647,-0.0697824794536853,0.0243389282680488,0.336801612590055,-0.000561485490923082,0.000818019241888806,0.0221242962652711,-0.0379752079658031,1.11073583386801,-0.00232651307202408,0,0
0.06,-0.104696994281991,0.000135038324515335,0.0069153492142078,0.251212517637663,0.148937553036042,-0.000559939783463233,0.000818573155040385,0.0219301162754088,-0.0379449336332507,1.11072043951047,-0.00204997558647074,0,0
0.07,-0.0459600662492668,0.000140222269692458,0.0332922299526612,-0.314315716231134,0.777977049252287,-0.000569254206170706,0.000835177439165756,0.0221623351512522,-0.0386598157708408,1.11070724443483,-0.00189124949568341,0,0
0.08,-0.020047920876059,0.000139060328365304,-0.0491283329628833,0.126482540019811,-0.916633884764226,-0.000556267611900174,0.000818088978373297,0.0215642499584346,-0.0378302556028338,1.11069524339684,-0.00158966458429537,0,0
0.09,-0.0143030125077595,0.000140175485284999,-0.046229736836924,-0.278359918676309,0.29780086266339,-0.000552853286273946,0.000815345377707974,0.0213425125554979,-0.0376676680779586,1.11068499094947,-0.0013889884870762,0,0
0.1,-0.0245265837617407,0.000141390526550822,-0.124045567584919,0.344294478526419,-0.949438975784262,-0.000550823443682776,0.000814240117010337,0.0211854660838509,-0.0375848026544063,1.11067607696731,-0.00122112200487695,0,0
0.11,-0.0179280309835292,0.000142478209454566,0.203072760340999,0.379259016012738,-0.547902133974725,-0.000549166388570699,0.000813413439202676,0.0210527388388045,-0.0375186743104645,1.11066830868394,-0.00107558498532915,0,0
0.12,0.0237458375855461,0.000143430486787111,-0.0962529608165233,-0.265355008578379,-0.0453679696177339,-0.000547734785085045,0.000812707218509887,0.0209373113386715,-0.0374615925143641,1.11066153678878,-0.000948800834276175,0,0
0.13,0.0161935200706265,0.000151111511513591,0.105013098577983,-0.557098632140964,-0.518304280714608,-0.000571590002700638,0.000848566923823761,0.0217842052014708,-0.0390841016669175,1.11065506232793,-0.00100968722749737,0,0
0.14,0.0657890422632535,0.000145308003993705,-0.0946173314058921,0.0180065436555086,-0.668693521729195,-0.000587706239362685,0.000874252292619459,0.0228483730977997,-0.0404971097462219,1.11064927776762,-0.00102901350207533,0,0
0.15,-0.0654232026070107,0.000147188038681634,0.0816843894489147,-0.078641645708269,0.570318548086905,-0.000549134553788897,0.000817553782951798,0.0208351430743976,-0.0376186282661073,1.11064410155891,-0.000657629266830918,0,0
0.16,-0.0901162116187199,0.000146566424518824,0.0617224945170324,-0.287603037510629,-0.0994757490575068,-0.000543861609596916,0.000811212041948436,0.0205981670366198,-0.0373145654764531,1.1106403375888,-0.00055595088074174,0,0
0.17,0.049480595407563,0.000146888720337301,-0.0223998452167222,-0.300234837411999,-0.514682499650431,-0.000542656078375941,0.000810246241253905,0.0205221800818898,-0.0372584519614269,1.11063714137657,-0.000492567033447679,0,0
0.18,-0.0849230470054151,0.000147268772707321,-0.163955813832352,0.357903837038621,-0.439865206505308,-0.000542007496030339,0.000809889767703806,0.0204714362962307,-0.0372315252218085,1.11063436467637,-0.000440182885395501,0,0
0.19,-0.0992386220673842,0.000147612212458625,0.0610624295891684,-0.225673142576314,-0.187611660753295,-0.000541489565202104,0.000809630930600796,0.020428857165187,-0.0372102870402818,1.1106319451166,-0.000394842301832582,0,0
0.2,-0.0774865653149223,0.000147913873661309,0.111664129369844,0.585572917365569,0.103286927502392,-0.000541043451688101,0.000809410777886852,0.0203917250963645,-0.037191922663221,1.11062983592749,-0.000355352615608771,0,0
0.21,-0.0740578383626012,0.000148177932715043,-0.00457880658222685,-0.346504450637801,-0.599021486989967,-0.00054065512768444,0.000809219422683583,0.0203591606615049,-0.0371758292349365,1.11062799720115,-0.000320930676515007,0,0
0.22,-0.015819398705245,0.0001484090462327,-0.104996598527907,-0.296500712823888,0.303262659014701,-0.000540317018311825,0.00080905283925001,0.0203305867796124,-0.0371616834731094,1.11062639424517,-0.000290922933729855,0,0
0.23,0.0206759021616863,0.000148611477925442,-0.0592824964952665,-0.397383061052367,0.118274204145127,-0.000540022023934459,0.000808907499029838,0.0203054402951447,-0.0371492507574989,1.11062499682671,-0.000264762955886583,0,0
0.24,0.0350139643840164,0.000148788909427822,0.0336619313137744,0.103539341883687,0.23641655101982,-0.000539764703602899,0.000808780719272173,0.0202832847333025,-0.037138315793828,1.11062377859076,-0.000241957319077108,0,0
