t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf
0,0,0,0,0,0,0,0,0,0,-0.144963141214248,0,0,0
0.01,0.00503187669466196,-0.0239380541783347,-0.0859162562851694,-0.056364421424965,0.018199623925126,-0.0163439257799082,0.0918146870788804,0.046136908579111,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,1.81544614918341e-09
0.02,0.00508072986633195,-0.0238403478341949,-0.0862095258648727,0.0598896197216314,0.0180905873822411,-0.0163372778942986,-0.00866254549204785,0.1046126627414,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-0.621985273834908
0.03,-0.0144116856786916,-0.0241823200371289,0.0308050367290811,-0.0557772798034009,0.028148701232893,0.000363187803842209,0.0328505635745534,-0.0545975796439836,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-1.92627623938277
0.04,-0.00459219814823049,-0.0436258824099493,-0.0281421489401181,0.0610639029647597,0.0400603881496453,-0.0178737573324438,-0.0387600369084777,0.0549403342828457,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-2.90791869086228
0.05,-0.0240846136929003,0.00532499572663701,0.0888724136517016,-0.0569515630550738,0.00745289669858109,0.0235133691125968,0.00478588240249191,-0.105446108379232,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-5.17413177804104
0.06,0.014802511052209,0.0243288795496288,-0.0862095258627391,-0.172031320942518,-0.0284712880504823,-0.000628068736351246,0.192077465429014,-0.0115371144170428,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-2.69801834983677
0.07,0.0244265858936182,-0.0821710349480175,-0.143983633199383,0.293571985235855,0.0588902058847971,-0.0622951100303453,-0.181992951958115,0.271651178135098,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-5.83665371202368
0.08,-0.0143628325063162,-0.0242800263818797,0.0305117671451434,0.061651044589528,0.0282088048509092,0.000271969837645583,-0.0686430741149794,0.00446627466070637,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-18.5328783712945
0.09,-0.00449449180617913,-0.0434793228972055,-0.028435418513953,0.0610639029727702,0.0398846001077021,-0.0178849280245674,-0.0386131627454886,0.0551941748296138,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,-24.6729030231207
0.1,0.0440655609575785,-0.131317325779785,-0.261584734972616,0.529602917307759,0.0915934381128509,-0.103906957452943,-0.327393837368358,0.491649365752468,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,-32.9202183800318
0.11,0.0148025110535419,0.0245731454119775,-0.0862095258667398,-0.290046786970361,-0.0286827132537872,-0.000505736422891548,0.294226179866063,-0.07064117824202,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,-45.0839894805534
0.12,0.0148513642249898,-0.0630694447843693,-0.086502795445643,0.178492227362495,0.0471521819390129,-0.0444408553376524,-0.111172588305279,0.164264617182887,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,-46.9251025063383
0.13,-0.0142651261635482,-0.0243777327239868,0.0302184975691405,0.0622381862105586,0.0282444420047547,0.000138466834043224,-0.0690044025024851,0.0050141652736374,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-40.1232488009796
0.14,-0.00468990449205936,0.00498302352276942,-0.0275556097777767,-0.0551901381813012,-0.00196429366594912,0.00655494301783196,0.0615703214876555,-0.00378926042955154,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-35.8668015979251
0.15,-0.00464105132025594,0.00556926158520853,-0.027848879358281,-0.0581258462960628,-0.00249618060863788,0.00680625552934865,0.0642582084618057,-0.00500567022732549,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-39.2047221451076
0.16,0.0147536578806722,0.111922616573237,-0.0859162562825018,-0.639396052022631,-0.104263898202477,0.0432825837154291,0.596459828473414,-0.245854809701158,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-40.6947343591119
0.17,0.00503187669403968,-0.023938054176779,-0.0859162562814338,-0.0563644214287044,0.0181996239240911,-0.0163439257785905,0.0918146870802462,0.0461369085740049,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-50.6516929753413
0.18,-0.0239869073484942,0.00478761083306894,0.0885791440685324,-0.0546029965506621,0.00786909921569005,0.0231596679416565,0.00289994632547145,-0.104016067545042,2.61705109019401,-0.144963141214248,69.7425302019255,-0.144963141214248,-59.0861760476671
0.19,-0.0143139793342074,-0.0241823200371289,0.030218497562806,0.061651044589528,0.0280997683072757,0.000278617723181355,-0.0684961999407985,0.00472011521082207,2.61705109019401,-0.144963141214248,67.9114168392234,-0.144963141214248,-60.8180546189441
