,Unnamed: 0.1,Unnamed: 0,t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf,omega_meta
0,0,194,0.0,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-64.1812396898769,-11.942293
1,1,195,0.01,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-58.1911700729906,-8.643232
2,2,196,0.02,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-60.1583797267179,3.5858994
3,3,197,0.03,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-54.8873288699639,36.78412
4,4,198,0.04,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-57.0177170493741,51.20845
5,5,199,0.05,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-52.6786877785751,47.998894
6,6,200,0.06,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-55.0226945172098,73.99183
7,7,201,0.0699999999999998,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-51.4666700777528,66.98635
8,8,202,0.08,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-53.7641302280852,75.7511
9,9,203,0.0899999999999998,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-50.5627967287717,77.581375
10,10,204,0.1,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-52.4418880230895,79.09396
11,11,205,0.1099999999999998,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-49.1600603923635,80.58306
12,12,206,0.1200000000000001,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-50.390726755191,81.54959
13,13,207,0.1299999999999999,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-46.8606282078818,82.63351
14,14,208,0.1400000000000001,-0.0046410513202559,-0.0046410513202559,-0.027848879358281,-0.0557772798034009,0.0063413927398136,0.0016927648489784,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,148.785590358578,91.7158905543538,-47.4789324037252,83.81473
