t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r
0,0.0344414861134865,0,-0.0534942231124358,8.94620028200803,-0.0557772798034009,-0.0534942231124358,0.0344414861134865,-0.0557772798034009,8.94620028200803,0,0,0,0
0.001,0.073524023547229,0.0930652922641002,-0.0339529543941783,8.65293070157122,-0.17320560420188,-0.0182598248079487,0.0788997081658079,1.59350301371805,8.50670077367203,-0.205191532081047,1019.785179884,1013.94392825714,999.948118454723
0.002,0.073524023547229,0.0739343901905076,0.0246708517522784,8.65293070156567,-0.408062252971077,-0.0168994389566095,0.0756891136670803,-4.82337459156888,7.19546955228117,0.543413938050767,1024.87994763064,1013.98665423544,999.948118454723
0.003,0.073524023547229,0.102220376658241,-0.0339529543930586,8.53562286940151,-0.173205604206365,-0.0794355253046445,-0.0157664983482633,-8.33827177959433,1.83305255778423,1.33411312551748,1016.88164446184,1016.67839087864,999.948118454723
0.004,0.093065292263727,0.102835926622536,-0.00464105132081578,8.65293070156898,-0.290633928587012,-0.0809793180798694,-0.0460981347216426,-7.59272303909516,-4.16031665359676,2.0384772395841,1016.73332427949,1019.724142772,999.948118454723
0.005,0.0735240235474067,0.102835926622536,-0.00464105132034481,8.77023853374488,-0.290633928588721,-0.0186764336998477,-0.0712636809336487,-2.47747280218603,-8.41805681458963,2.82224262237306,1016.73332427949,1021.8787528288,999.948118454723
0.006,0.112606560975737,0.0741401896788368,-0.0241823200376799,8.535622869418,-0.173205604193015,0.0799286180820478,-0.0829242919094361,4.64834549859206,-7.16098750703939,-2.58612509415663,1024.82501422988,1024.9122972998,999.948118454723
0.007,-0.0730354918136048,0.102220376657681,-0.0437235887418436,9.29812377846226,-0.0557772798642773,-0.0509699825662483,0.0681762139907853,8.62326846709242,-3.47813999847675,-1.96018047064436,1016.88164446108,1021.98251591893,999.948118454723
0.008,0.229854173270631,0.102835926622536,0.190771635839501,7.94908370857442,-1.23006052368782,0.281958411030518,-0.0986215618409576,7.02087024074104,3.92534861643335,-1.21452033359347,1016.73332427949,1024.91229729961,999.948118454723
0.009,0.112606560982678,0.0932704755852563,-0.0437235887505881,8.53562286938796,0.0616510445707324,0.0118931443443562,0.120210410976672,3.91291894114842,7.58615343765978,-0.468982918668814,1019.73024648321,1021.98251591913,999.948118454723
0.01,0.10283592662298,0.102621187406492,0.00512958303826854,8.53562286939436,-0.173205604197394,-0.0234454832032053,0.100258913538506,-2.52174889680725,8.15644778388882,0.279561190359001,1016.78825768021,1019.82790586234,999.948118454723
0.011,0.151689098414716,0.102835926622536,0.0149002173982148,8.30100720504897,-0.290633928596944,-0.118552311524448,0.0957963907910602,-7.09535422618448,4.31823309974029,0.9890796371709,1016.73332427949,1019.785179884,999.948118454723
0.012,0.151689098410308,0.102835926622536,0.0637533891860386,8.35966112115757,-0.525490577368487,-0.160141889424045,0.0377975192431423,-8.15774153349761,-1.90034930477124,1.73688741295261,1016.73332427949,1016.79436139126,999.948118454723
0.013,0.0735240235498592,0.0550086714370715,0.0149002173982592,8.77023853373213,-0.408062252986135,-0.0566585341678875,-0.0491691877441754,-5.02677842921877,-7.1982704425725,2.48549288300103,1027.52224421268,1016.73332427949,999.948118454723
0.014,0.151689098413934,0.0922445589796534,-0.15120056669513,8.12504545679142,0.531364342151842,0.192969011991261,-0.0929201504393807,2.19492734978745,-7.84098244279328,-2.80334340248161,1019.92800672601,1019.72414277203,999.948118454723
0.015,0.0344414861136198,0.0930652922641002,0.0246708517550509,8.82889244983251,-0.290633928590857,0.00919492440252774,-0.0413560183923231,6.77044514039785,-5.67405345163585,-2.30122548731195,1019.785179884,1021.87875282882,999.948118454723
0.016,0.0442121204752012,0.112195783560077,0.0246708517550509,8.77023853373501,-0.408062252982184,0.0446649264656684,-0.0238412849286661,8.76109358393042,0.571697432679651,-1.552129128339,1014.08988863878,1021.92147880715,999.948118454723
0.017,0.132147829693204,0.103041109944065,0.0246708517550509,8.4769689533246,-0.408062252982184,0.109734417889975,0.0776534438984653,5.61063982484666,6.36759280998579,-0.770388661985541,1016.68497321673,1019.82790586222,999.948118454723
0.018,0.102835926623389,0.102835926622536,0.0442121204713534,8.59427678548044,-0.525490577371692,0.0500176739065467,0.100140759424137,-0.0334051399639093,8.61026236005492,-0.0571885490118802,1016.73332427949,1016.79436139151,999.948118454723
0.019,0.0637533891890067,0.102835926622536,0.0442121204719221,8.77023853374499,-0.525490577375109,-0.0063031272021349,0.0773270768695055,-5.97289351132489,6.44342823255357,0.687673893768377,1016.73332427949,1016.73332427949,999.948118454723
0.02,0.00512958303995698,0.0837241363375742,-0.0144116856795802,9.06350811417208,-0.290633928584983,-0.00701685264939423,-0.0135931263948924,-9.0205509121671,0.928067161960435,1.43621800279622,1021.83326253725,1016.73332427949,999.948118454723
0.021,0.102835926622945,0.0832946579056646,-0.0632648574680099,8.47696895330668,-0.0557772798132268,-0.0384458280278432,-0.114453432897842,-6.47391086132736,-5.47271339463856,2.26600421367015,1021.92147880715,1016.73332427949,999.948118454723
0.022,0.1126065609805,0.0832946579056646,0.00512958303488276,8.4183150372246,-0.290633928577934,-0.0234911200268432,-0.110248435262598,-1.09114061133507,-8.35235944585108,2.97717941028404,1021.92147880715,1021.8177157172,999.948118454723
0.023,0.122377195339167,0.102425559980028,-0.0241823200364091,8.35966112113586,-0.17320560419921,0.0980214414010157,-0.0771541286457907,5.57342416895669,-6.23304719013468,-2.43272233360796,1016.82461753996,1024.91229729965,999.948118454723
0.024,0.11260656098098,0.093270475585123,0.0539827548302867,8.53562286939634,-0.642918901767611,0.090154547460957,-0.086409102339627,8.31041073679365,-2.05116451524413,-1.8879584511533,1019.73086771695,1021.98251591909,999.948118454723
0.025,0.112606560980305,0.083509397121575,-0.00464105132158897,8.41831503722444,-0.408062252974173,0.0939428665388184,0.0622616636434532,6.99141210233478,4.70687791254333,-1.02669399386732,1021.88303311582,1019.82790586231,999.948118454723
0.026,0.0832946579061178,0.0832946579056646,-0.0632648574690585,8.53562286939378,-0.0557772798088479,-0.0343613695629421,0.0987913888354466,2.59017353195362,8.13332465525801,-0.314843825108354,1021.92147880715,1019.785179884,999.948118454723
0.027,0.0930652922636737,0.102425559979655,-0.0241823200388351,8.47696895331169,-0.1732056041912,-0.0609976871037575,0.074331792623182,-3.71384660791827,7.62209591841952,0.432963950673903,1016.8267110604,1019.785179884,999.948118454723
0.028,-0.0828061261842237,0.0837050245480835,-0.0241823200371289,9.47408552677433,-0.173205604196326,0.067435908099576,-0.0537962585576474,-8.83117645001966,3.43491182690008,1.18156942072231,1021.82809202579,1019.785179884,999.948118454723
0.029,0.0637533891889712,0.0832946579056646,-0.121888663621307,8.65293070157016,0.413936017767884,-0.0065132800825211,-0.1374005754538,-8.02300507669059,-3.26740604951052,2.00534224338849,1021.92147880715,1019.785179884,999.948118454723
0.03,0.112606560982038,0.111962343330117,-0.0730354918263746,8.35966112113442,0.296507693359366,0.0252523306892812,-0.131820864954229,-3.42283120374493,-7.63256689607747,2.75548174111888,1014.12948107716,1024.8695713215,999.948118454723
0.031,0.151689098412228,0.103041315332873,0.0344414861149794,8.35966112114338,-0.290633928601217,0.0219258745964549,-0.153996930378834,3.25311978785215,-7.70620618636013,-2.77689676696606,1016.68388421897,1024.97333441166,999.948118454723
0.032,0.102835926624446,0.0454432204002985,0.063753389187647,8.53562286938962,-0.525490577365924,0.0507868125733385,-0.109819953133575,7.41636185053778,-4.25800129370991,-2.15346794865031,1029.62008975664,1021.9825159192,999.948118454723
0.033,0.11260656098082,0.0442121204719221,-0.0534942231106232,8.24235328896423,0.0616510445804508,0.0890773149527741,0.087218698929419,7.81402363329269,2.62320857915275,-1.23943294184001,1029.85630337886,1016.83708736987,999.948118454723
0.034,0.0832946579062246,0.101604826696932,-0.160971201054188,8.30100720504657,0.883649315335215,-0.10320942347874,0.148988397231895,4.66872818995054,6.92029867990455,-0.487452611071509,1016.96953790259,1019.72414277175,999.948118454723
0.035,0.151689098411605,0.112391821764065,-0.0339529543927651,8.24235328897836,0.296507693356694,-0.0478601579948564,0.147891145663391,-0.468379891161681,8.23437458645813,0.0927779893925049,1014.03609429602,1019.785179884,999.948118454723
0.036,0.0539827548330683,0.112606560980971,0.0539827548298156,8.82889244982029,-0.290633928589255,-0.00698600110068368,0.0760228349050757,-6.97389873894849,5.42204263629802,0.877034261005107,1013.98665423544,1019.785179884,999.948118454723
0.037,0.102835926620847,0.0839102078697196,0.0442121204722598,8.59427678549197,-0.290633928589255,-0.104902560574178,0.039056269478829,-8.56927791731175,-0.716615323563879,1.62042403728799,1019.6808064224,1016.79436139154,999.948118454723
0.038,0.0735240235475489,0.11199101101761,-0.0828061261863562,8.65293070157058,0.296507693368977,0.00830016551083194,-0.110425286167182,-6.23454893706946,-6.00762233247861,2.37191347922934,1014.09102769692,1014.04158763652,999.948118454723
0.039,0.190771635847587,0.0839102078683333,-0.121888663619992,8.18369937287457,0.413936017760835,0.110804318628753,-0.197415972849843,-0.880237053791994,-8.14674543492792,3.08449998125032,1021.77865196443,1013.98665423544,999.948118454723
0.04,0.122377195336208,0.0832946579056646,-0.00464105132025594,8.35966112114935,-0.173205604196326,0.0956442662114539,-0.0764845843068142,6.43949979197242,-5.33355197508829,-2.2832466836982,1021.92147880715,1013.98665423544,999.948118454723
0.041,0.034441486118205,0.0641641666092893,-0.00464105132025594,8.77023853372391,-0.173205604196326,0.0347122479307405,0.00167784593528629,8.75290814670815,-0.577653092288787,-1.65644300539048,1024.91900051488,1013.98665423544,999.948118454723
