t,theta,omega,r,i_d,i_q,i_q_ref,v_d,v_q
0,0,0,0,0.10362741370342,-0.0688040814857508,0,0.68018279714424,-0.131578856182526
0.01,0.000967259256914928,5.05649077240378e-05,0.000496025445524123,-0.0206983596510088,-0.00257324752820005,7.80917433639983e-05,0.610353789385981,-0.281255389063746
0.02,0.00100541577541424,1.98473753698636e-05,0.000549586074429216,-0.0733011799524984,0.0495943581314845,0.000112495387251414,-0.133452291991327,-0.11107363436966
0.03,0.00101086921842666,9.35665957513265e-06,0.000566906190671434,-0.0554713563167595,0.0264004257716818,0.000126322096023312,-0.0096934512795039,0.0739435195004061
0.04,0.000972901778204019,1.67617952229193e-06,0.000557158112818778,-0.0897615542692575,-0.0301203443660485,0.000132207358385405,-0.536017329358985,0.451632803911691
0.05,0.00099073693288799,1.24741779927717e-06,0.000567019862606023,0.009964368403776,0.0158386544719992,0.000134311629002502,0.288557268109754,0.323929730973565
0.06,0.000987175875477977,-4.47343722953519e-07,0.000567173725080048,-0.0921831920955376,0.0111280737691238,0.000135848366139639,0.144420362817013,-0.303914501590282
0.07,0.00101958175822151,3.13083069158893e-06,0.000583173561033147,-0.16892335909917,-0.068898720312479,0.000137898554610349,-0.018139511885781,-0.189393506941885
0.08,0.00098502636145439,-1.66277015978267e-06,0.000567426825108052,-0.0728044061322031,-0.115809095222284,0.000136923772658248,0.0206344048481657,-0.334637681382651
0.09,0.000984021911763871,-1.70153521139582e-06,0.000567179268634768,-0.0354294572523927,-0.0101131115324835,0.000137088683430972,0.658043307004855,-1.13025896890247
0.1,0.000984133204523675,-1.64297557603277e-06,0.000567175418848272,-0.0091390877775958,-0.0216066837735092,0.000137041530467737,0.733207630257752,-0.0676789741660372
0.11,0.000984196068792999,-1.61710829615913e-06,0.000567175375455567,-0.246818889022274,0.0627465155289314,0.000137016870411981,0.394100948443129,-0.306846246892128
0.12,0.000984220981671802,-1.60665126713866e-06,0.00056717538138758,-0.0897008015293589,-0.101302431793613,0.000137007119332583,0.182575769449941,0.708650123186749
0.13,0.00103901702724272,3.71030591850285e-06,0.000594178682226046,-0.0494603525536665,-0.0503614302622897,0.000140428085304197,0.193217508330113,0.524186897632273
0.14,0.00110084034192611,-3.4600902836246e-06,0.000633186323552236,-0.00652226463310659,0.0531174796171501,0.000152146025256458,0.11582510993981,0.00726190925506732
0.15,0.000982848675952256,-3.47542481904384e-06,0.000568211825457968,-0.0154535943488138,-0.0621079865961585,0.000138500748905968,-0.233495687614814,-0.164800475285458
