timestamp,iq,id,iq_ref,id_ref,vq,vd,omega,omega_ref,r
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.58631002177202,0.0
0.001,0.0,0.0,10.0,0.0,0.0,1.0999999999999999,6.115472199294103,211.58631002177202,0.0
0.002,0.5307369851907212,-0.2913212625381807,10.0,0.0,0.14204533887919985,1.9316189316290207,13.317801563642547,211.58631002177202,0.0
0.003,1.0842913387634832,-0.6024330830807904,10.0,0.0,0.384357124667687,2.6386968949419622,20.697939467553027,211.58631002177202,0.0
0.004,1.5590443546685477,-0.8700465084428163,10.0,0.0,0.6994718867930164,3.2526109522886295,28.232747544420146,211.58631002177202,0.0
0.005,1.9399447555359186,-1.0838738622210777,10.0,0.0,1.065311453102468,3.7994935661768023,35.92944872443006,211.58631002177202,0.0
0.006,2.239750732602683,-1.2510087368845633,10.0,0.0,1.4655018868449925,4.299102221838433,43.75633668444442,211.58631002177202,0.0
0.007,2.4770151619816017,-1.382020589851471,10.0,0.0,1.8883740978591532,4.765668027847139,51.58766747378032,211.58631002177202,0.0
0.008,2.6680767290418097,-1.4872241871505252,10.0,0.0,2.325877945545995,5.209220346273558,59.45942083902103,211.58631002177202,0.0
0.009000000000000001,2.8266491704841292,-1.5730794701170803,10.0,0.0,2.772378685460125,5.636635464737965,67.35059094018146,211.58631002177202,0.0
0.01,2.962077666392183,-1.645500646948331,10.0,0.0,3.224078639851053,6.052647735211881,75.20908322432116,211.58631002177202,0.0
0.011,3.0811061533574158,-1.7084279320504514,10.0,0.0,3.678407615443203,6.460489925470405,83.0265951655913,211.58631002177202,0.0
0.012,3.188848746459569,-1.7638278597420747,10.0,0.0,4.133552631697047,6.862319393890706,90.74118064793086,211.58631002177202,0.0
0.013000000000000001,3.288205119878689,-1.8140726097274587,10.0,0.0,4.588339016389012,7.259628641949282,98.35820682563939,211.58631002177202,0.0
0.014,3.3820602099432007,-1.8592355758795645,10.0,0.0,5.041843166194517,7.653355107498287,105.90865295623543,211.58631002177202,0.0
0.015,3.4721069852858886,-1.899829032412081,10.0,0.0,5.493383198131427,8.044092747085895,113.37727610343421,211.58631002177202,0.0
0.016,3.5596145800153947,-1.9360338400176071,10.0,0.0,5.94241958510469,8.43218525824161,120.68508583176356,211.58631002177202,0.0
0.017,3.645144415105338,-1.9685384477868613,10.0,0.0,6.388575043274759,8.817838951066484,127.83962377537456,211.58631002177202,0.0
0.018000000000000002,3.730251927866576,-1.9959253041084188,10.0,0.0,6.83136783302799,9.201036292373047,134.85405702603322,211.58631002177202,0.0
0.019,3.81544967906247,-2.018253592643655,10.0,0.0,7.270383321112213,9.581672501020332,141.68976328564074,211.58631002177202,0.0
0.02,3.9014648862453374,-2.0350875541282063,10.0,0.0,7.705189334130692,9.959536942333155,148.3432823300447,211.58631002177202,0.0
0.021,3.9891051824829464,-2.0457889559126508,10.0,0.0,8.135310004560049,10.334315260302239,154.92060212100432,211.58631002177202,0.0
0.022,4.079618141396171,-2.0489696811670974,10.0,0.0,8.560139305503519,10.705547790999272,161.01925282597162,211.58631002177202,0.0
0.023,4.171109372430197,-2.048468292080302,10.0,0.0,8.979521969370257,11.072981092896333,166.534238406907,211.58631002177202,0.0
0.024,4.266936196769627,-2.039517194249811,10.0,0.0,9.392730090169543,11.435983292623375,171.8647834235234,211.58631002177202,0.0
0.025,4.367255527950721,-2.0225841458509217,10.0,0.0,9.79914449451603,11.793929226271104,177.02637022703064,211.58631002177202,0.0
0.026000000000000002,4.4734353073349595,-1.9962166741499119,10.0,0.0,10.197980960389518,12.146045424568259,181.63161391243256,211.58631002177202,0.0
0.027,4.582366840795821,-1.966358349113627,10.0,0.0,10.589124658468391,12.491912978736195,185.74793639675826,211.58631002177202,0.0
0.028,4.700058850757774,-1.9240450691803936,10.0,0.0,10.971384864613876,12.830451341534015,189.43662766964098,211.58631002177202,0.0
0.029,4.820934284790598,-1.879137197786803,10.0,0.0,11.344756153370636,13.161242511022618,192.73598774770625,211.58631002177202,0.0
0.03,4.952016225740939,-1.821000614527957,10.0,0.0,11.707923484756042,13.483081433273819,195.59831968863915,211.58631002177202,0.0
0.031,5.086039273572549,-1.7621311371320891,10.0,0.0,12.061063698547066,13.79562148058647,197.80891551030922,211.58631002177202,0.0
0.032,5.230431844273564,-1.6911110488141978,10.0,0.0,12.40292038074925,14.097678592248165,200.4421589734679,211.58631002177202,0.0
0.033,5.380124186618445,-1.6166151787533525,10.0,0.0,12.733312761073865,14.38869342901298,201.91742172589852,211.58631002177202,0.0
0.034,5.537594793894332,-1.535029134414507,9.377357489047782,0.0,13.051537880865837,14.59933050055213,203.40875220511637,211.58631002177202,0.0
0.035,5.667309764958237,-1.4342123645286418,8.713467827605413,0.0,13.348730211588475,14.74123099852316,198.52763850882815,211.58631002177202,0.0
0.036000000000000004,5.764294411400115,-1.314423798427415,10.0,0.0,13.618224784463672,15.037446953949207,203.4984898922214,211.58631002177202,0.0
0.037,5.937770329193288,-1.2284895850539992,8.854371672660271,0.0,13.882136617783887,15.173993828896023,202.0364292603576,211.58631002177202,0.0
0.038,6.08204791575831,-1.095331405548606,9.680900796206304,0.0,14.119523897654908,15.411515911199416,198.7461652659227,211.58631002177202,0.0
0.039,6.24605160018783,-1.0264593079679871,10.0,0.0,14.350680308830352,15.659262505019823,208.47495596242976,211.58631002177202,0.0
0.04,6.402339222275272,-1.0311757536935398,6.592063748502498,0.0,14.584703268275911,15.511734499287751,211.99956607547088,211.58631002177202,0.0
0.041,6.332948618349319,-1.011722276264186,4.825626131444949,0.0,14.778384084229216,15.251328657364812,212.44201706484637,211.58631002177202,0.0
0.042,6.1101021251114265,-1.0050408882937183,4.595843566326462,0.0,14.926115816492448,15.052538983453957,220.73349518387133,211.58631002177202,0.0
0.043000000000000003,5.8869246114249005,-0.998131172746497,0.3586326551929888,0.0,15.038502153307773,14.446927137160138,217.8676662045606,211.58631002177202,0.0
0.044,5.465910330536362,-0.9055124450711394,1.728733583020463,0.0,15.068969708923365,14.150278116110474,222.18736368448944,211.58631002177202,0.0
0.045,5.13111035129291,-0.8880868399749113,-0.5371256935711273,0.0,15.065734977588612,13.656013077931881,221.1784730070737,211.58631002177202,0.0
0.046,4.753303217292085,-0.8247459944471587,-0.12860198471627715,0.0,15.006603978612372,13.31665805612527,222.88232622698564,211.58631002177202,0.0
0.047,4.430546279284169,-0.8181890812641404,-1.0934887567243807,0.0,14.919362725358246,12.926827846433126,222.61421086000308,211.58631002177202,0.0
0.048,4.118881041321061,-0.8023808587095074,-1.0697100816154137,0.0,14.800189241111147,12.610576661162716,223.1498047699232,211.58631002177202,0.0
0.049,3.847729415211804,-0.8123577817017751,-1.4531419840569866,0.0,14.662563530516403,12.298327976467357,223.06123598963305,211.58631002177202,0.0
0.05,3.5991708412604133,-0.8264167385987846,-1.5236068535905174,0.0,14.50892223854034,12.024254699431337,222.85744622478538,211.58631002177202,0.0
0.051000000000000004,3.3798022877745693,-0.8500190120513291,-1.5344233331968153,0.0,14.345693408569101,11.7833844119839,222.45144425369514,211.58631002177202,0.0
0.052000000000000005,3.189473849568069,-0.8806591263917032,-1.44007368997093,0.0,14.177834822693152,11.579507338502847,221.96893781386262,211.58631002177202,0.0
0.053,3.0288663807047875,-0.9177126600890044,-1.3026467479755763,0.0,14.010143875619995,11.40916911816242,221.42493051740365,211.58631002177202,0.0
0.054,2.895572085322775,-0.9593363675331972,-1.1290293047024065,0.0,13.846396273702,11.269875572292218,220.83049137341808,211.58631002177202,0.0
0.055,2.78683486189382,-1.0035852730422175,-0.924251546226083,0.0,13.68954521992033,11.159554151440256,220.21749037483852,211.58631002177202,0.0
0.056,2.7002120557470373,-1.0486914501390499,-0.7040628504669653,0.0,13.541866319857196,11.075193882685921,219.66783576250634,211.58631002177202,0.0
0.057,2.633223193808512,-1.0926120389548633,-0.5100508017082204,0.0,13.40489948592371,11.010143735958348,219.12915101385997,211.58631002177202,0.0
0.058,2.5815280343733487,-1.1329143588464772,-0.3161368373059128,0.0,13.279118370010739,10.962308915025334,218.72496043773825,211.58631002177202,0.0
0.059000000000000004,2.543119285152806,-1.1674651451211369,-0.18542805340471435,0.0,13.164529446887055,10.922826301999336,217.97080755942468,211.58631002177202,0.0
0.06,2.511110500332678,-1.1971740550660375,0.12780341037553944,0.0,13.060373627004338,10.9121183099784,217.0467769396051,211.58631002177202,0.0
0.061,2.495318592403644,-1.2243885428019312,0.5352140511069963,0.0,12.9682590944593,10.935165413037936,216.06545053817257,211.58631002177202,0.0
