t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r
0,-0.200053738488972,0,0.102835926622536,0.851959861952142,-0.525490577375109,0.102835926622536,-0.200053738488972,-0.525490577375109,0.851959861952142,0,0,0,0
0.001,-0.0437235692781929,-0.00464105132025594,0.0149002109046795,0.0894588553873918,-0.0557772798034009,-0.0347010260207087,0.0304894340475347,0.0929283775431984,-0.049782611388696,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.002,0.0149002044121884,-0.00464105132025594,-0.00464105132025594,-0.203810549673788,-0.0557772798034009,0.0114468520458464,-0.0106077814420712,-0.0531662214666968,0.204507207686068,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.003,-0.00464107079661859,-0.00464105132025594,-0.00464103184389329,-0.0865027369865451,-0.0557773968416886,0.0017121860045052,0.00633617659170213,0.00527174485761329,0.102791294430778,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.004,-0.0241824368944717,-0.00464105132025594,0.0149002433649137,-0.0278482557990158,-0.173205760246264,-0.0249664761623748,0.0135455739827565,0.136311463049846,0.110430728399048,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.005,-0.112117948111076,-0.00464105132025594,0.0344414211919074,0.44138205961107,-0.290633538459404,-0.0857161674584623,0.080058631131122,0.471882448467721,-0.237934720148307,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.006,-0.0632647016599702,-0.00464105132025594,-0.00464105132025594,0.206765966563797,-0.0557772798034009,-0.0274916475459398,0.0571679206259254,0.151365892921766,-0.151497974677302,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.007,0.0149001719519542,-0.00464105132025594,-0.00464096043093385,-0.203810354812351,-0.0557775528916264,0.011446757066644,-0.0106077985735275,-0.0531658876038484,0.204507174765605,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.008,-0.00464102535167985,-0.00464105132025594,0.03444133030203,-0.0865029513371263,-0.1732049799899,-0.0321755635811288,-0.0131330673311758,0.107091460935579,0.161289009786836,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.009,0.0051299336127074,-0.00464105132025594,-0.0241824076807609,-0.145158289928644,0.0616513957043913,0.0235237482975408,0.00759857395458204,-0.125768879340718,0.0951525759855594,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
0.01,0.122377195339407,-0.00464105132025594,-0.0534942231124358,-0.673041956319256,0.179079368982457,0.10734731633975,-0.079462969490173,-0.490558689658939,0.49437543159153,-2.62011914539939,-0.144963141214248,-54.1628073409338,-0.144963141214248
