t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,omega_seen,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,0,0,0,0
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,1960.97744831301,0,0,0,0,-0.00464105132025594
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,1960.97744831301,0,0,0,0,-0.00464105132025594
0.03,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,1960.97744831301,0,0,0,0,-0.00464105132025594
0.04,0.0343242384984572,-0.0143237499674196,-0.203282742363295,-0.0561295647847765,-0.029520999005308,0.0226237437078113,0.0526174086379145,-0.204220003167909,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.05,-0.0534355993077648,0.014802511055497,0.206532169332739,-0.17273589091061,0.0394581756721028,-0.0389554871559525,-0.252671526990876,0.0930071202976867,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.06,0.112430689567758,-0.0533574342354919,-0.613449577602448,0.178374799057085,-0.10228057166395,0.0708968293012601,0.460303803144126,-0.443010566477067,0.52156938491557,-0.144963141214248,1981.751429413,0,0,0,0,-0.00464105132025594
0.07,-0.014333520606508,-0.0143530618745539,0.0304531132446408,-0.0557772798034009,-0.00530310023971931,-0.019579002170679,-0.0635340425410313,-0.00138653775722601,0.52156938491557,-0.144963141214248,1981.73006642364,0,0,0,0,-0.00464105132025594
0.08,-0.0242409438410002,0.0149002173966153,0.0896935684716703,-0.172970747556672,0.0249969028242967,-0.0135939209193517,-0.194661320722825,-0.00841343865144624,0.52156938491557,-0.144963141214248,1984.76055903884,0,0,0,0,-0.00464105132025594
0.09,-0.0435867998789224,-0.0143530618750868,0.147526329768403,-0.0560121364419877,0.00927209655997232,-0.0449427161424167,-0.122068403476113,0.100003411324436,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.1,-0.00460196878025415,0.0148415935866126,-0.0279661871981638,-0.172970747532108,0.0151611219761703,0.0034046141144485,-0.136038351345644,-0.110428954950131,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.11,-0.0532597278734908,0.0147634285072307,0.20571101443702,-0.0553075664771,0.0393366631637625,-0.0388224724301158,-0.150447537008692,0.150802808257489,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.12,-0.00464105132025594,0.0149002173966153,-0.027848879358281,-0.173205604196326,0.0152314236077122,0.00339993686795433,-0.136300428702395,-0.110444259887374,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.13,0.0149197586663496,-0.0143530618694886,-0.0866201032839255,-0.0560121364644148,-0.019878297035702,0.00578471180370137,-0.00540694103142118,-0.103010517486851,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.14,-0.024240943846065,0.0149002173966153,0.0896935684919402,-0.0560121364633458,0.0249969028268203,-0.0135939209237431,-0.0932537236342569,0.0498601914191318,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.15,-0.0534942231124358,0.0149002173966153,0.206766784991167,-0.173205604196326,0.0395720996239628,-0.0389576348899753,-0.253195681656707,0.0929765104259854,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.16,0.0343437797661479,-0.0144116856786916,-0.203341396273635,-0.0557772798034009,-0.0296069789061414,0.022596873517776,0.0529520770249761,-0.20409533536933,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.17,-0.0241041549596138,0.0148415935884789,0.0891070293079984,-0.172970747539585,0.0248779198434365,-0.013504528530319,-0.19436908257423,-0.00892199057114249,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.18,-0.00466059258954604,-0.0339138718569843,0.0308050367290811,0.0614161879338527,-0.027082525821125,-0.0209382096361122,0.0379018413930658,0.057309238759743,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.19,-0.0439385427152129,-0.0143530618710881,0.207822555506904,-0.0560121364580071,0.00944734943045083,-0.0452476906565499,-0.152110483499606,0.152282549287588,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.2,-0.0044847211673583,0.0148025110510543,-0.0285527263655686,-0.172735890889252,0.0150688182976547,0.00348679974730449,-0.135542483502092,-0.110820491563138,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.21,-0.0048364640104912,0.0149002173966153,-0.0267931088521406,-0.173205604196326,0.015328786313305,0.0032305065782638,-0.136826457348945,-0.109528866406599,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.22,-0.0729964092914379,0.0149002173966153,0.382493917586286,-0.173205604196326,0.0492888974894327,-0.0558667775353627,-0.340750226118183,0.245338667388422,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.23,0.0149002173966153,-0.0144116856786916,-0.086502795445643,-0.0557772798034009,-0.0199193898535446,0.00573855996137574,-0.00526175893728616,-0.102791791768913,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.24,-0.0533574342311372,0.0148415935903445,0.206180245829091,-0.172970747547059,0.0394531166447637,-0.0388682425000893,-0.252699813810251,0.0925849738207927,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.25,0.0148220523219433,-0.0143530618726876,-0.086150871949999,-0.0560121364515993,-0.0198296156860336,0.00569999665787901,-0.00564073152882284,-0.102603675935307,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.26,-0.0534355993066987,0.0149002173966153,0.206532169328472,-0.173205604196326,0.0395428908129493,-0.0389068058042243,-0.253078786404577,0.0927730896571068,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.27,-0.0241823200371289,0.0149002173966153,0.0894589528164431,-0.173205604196326,0.0249676940142129,-0.0135430918352185,-0.194748055179551,-0.00873387473069411,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.28,0.034109284550667,-0.0143530618734881,-0.202168317996452,-0.0560121364483922,-0.0294393145805199,0.0224227659919943,0.0521639710726454,-0.203195246875905,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.29,-0.102191064758112,0.0149002173966153,0.499215210619733,-0.173205604196326,0.0638348854785713,-0.0811796624210813,-0.398905614472716,0.346540500636309,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
0.3,0.0147634285190488,-0.0143530618740202,-0.0859162562995695,-0.0557772798034009,-0.0198004068775919,0.00564916757392867,-0.00555399706229791,-0.102283239855962,0.52156938491557,-0.144963141214248,1984.78192202814,0,0,0,0,-0.00464105132025594
