t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf
0,0,0,0,0,0,0,0,0,0,-0.144963141214248,0,0,0
0.01,-0.00464105132025594,0.0341972202546922,-0.027848879358281,-0.289459645346127,-0.0272752140134416,0.0211436026028239,0.264490016831433,-0.120861397319102,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-1.45123165253809e-10
0.02,-0.00459219814840822,-0.014509392022387,-0.0281421489390512,-0.0551901381807687,0.0148585043453848,-0.00329174563290267,0.0618640698338534,-0.00328157933199659,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-0.952032569001659
0.03,-0.00464105132025594,0.0341972202538037,-0.027848879358281,-0.289459645341855,-0.0272752140126725,0.0211436026023789,0.264490016827736,-0.120861397316962,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,2.39715786735605
0.04,-0.0240357605210609,0.0535430762821537,0.0885791440709816,-0.405713686483244,-0.0343069041829018,0.0476194826406956,0.306805076797176,-0.279858008668058,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.27651788716463
0.05,0.0245731454108278,0.0535430762813537,-0.144570172368293,-0.405713686478971,-0.0586510344519759,0.00554586790012975,0.423570044506549,-0.0780547726386767,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,15.6517858389325
0.06,-0.00454334497696043,-0.0141674198204528,-0.0284354185174206,-0.0569515630438586,0.0145380426039156,-0.00316276543476818,0.0635355516815877,-0.00390988899020898,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,5.98697742845031
0.07,0.00512958303817967,-0.033708688536881,-0.086502795445643,-0.0563644214246988,0.0266076989882926,-0.0213217883764577,0.0921084354249076,0.0466445896758393,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,6.37614985231409
0.08,-0.00459219814843042,-0.0145093920223426,-0.0281421489389179,-0.0557772798034009,0.0148585043453574,-0.00329174563286122,0.062372272393687,-0.00357562940121222,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.658062254648669
0.09,0.00508072986626534,-0.0338552480517359,-0.0862095258644729,0.0610639029660952,0.0267590205703086,-0.0213529027238998,-0.00967895061135592,0.105200762878854,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.85450666810343
0.1,0.0148025110526143,-0.0532988104244338,-0.144570172369627,0.17790508573352,0.038719640412386,-0.0395052777797856,-0.0815832994417967,0.214230995705628,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.772955418851968
0.11,0.014851364224526,-0.0531522509078105,-0.14457017236856,0.177317944105849,0.0385683188288407,-0.0394741634314556,-0.0810750968780692,0.213936945633081,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,2.12543735251716
0.12,0.00512958303817967,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0268191241877576,-0.0214441206892356,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,3.46016824521292
0.13,-0.0242311732088434,0.014558245194614,0.0897522223964134,-0.172031320954265,-0.000465576461593372,0.0282643856607902,0.103952961503237,-0.163841443502769,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,4.06561104350485
0.14,-0.00454334497664911,-0.0146070983659052,0.0302184975680725,-0.0546029965592014,0.0149186079626428,-0.00338296359794865,0.0321279068022001,-0.0535017984092583,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-1.02625720343557
0.15,0.00512958303817967,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0268191241877576,-0.0214441206892356,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.8320759538695
0.16,-0.0339041012235863,-0.0531522509085879,0.147819599322251,0.0604767613411256,0.0629858484874542,0.00272630642887646,-0.126376338285265,-0.0976580448693839,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.805675555296864
0.17,-0.00464105132025594,-0.0144116856786916,0.0308050367290811,-0.172618462571056,0.0147984007280177,-0.00320052766769124,0.133982872876882,-0.113113543326749,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.988637429189795
0.18,-0.00459219814810004,-0.0145093920230034,0.0305117671464608,-0.0551901381770648,0.0148585043457639,-0.0032917456334781,0.0324892351857697,-0.0540496890226678,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.82288498927515
0.19,0.0148025110532308,-0.0532988104256669,-0.0859162562859694,0.0610639029687646,0.0387196404131446,-0.0395052777809368,-0.00982582478592717,0.104946922333393,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.54227790776686
0.2,-0.0340018075673457,0.0734263172036666,0.148406138484176,-0.524903435753277,-0.0465257570733678,0.0662034810617255,0.380007865008595,-0.391333644524705,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,5.05209023090906
0.21,0.00508072986630982,-0.0338552480518248,-0.0862095258647399,0.0610639029666297,0.0267590205703634,-0.0213529027239828,-0.00967895061168488,0.105200762879353,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-8.31219474681057
0.22,-0.00454334497634388,-0.0146070983665157,0.0299252279848198,-0.055190138179467,0.0149186079630183,-0.00338296359851857,0.0327829835346912,-0.0535420079262653,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-0.128865074694948
0.23,-0.00464105132025594,0.0346368988016664,-0.0275556097763265,-0.291808211839261,-0.0276557793736418,0.0213638007664971,0.266375952899301,-0.122291438146592,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-3.12401304411687
0.24,0.0245731454107836,-0.0339529543955646,-0.202930818872903,0.0610639029634592,0.017081472079927,-0.0382735665851704,0.0487769703333619,0.206229301164156,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-7.45156979034505
0.25,0.00508072986650968,-0.0338552480522246,-0.0275556097785776,-0.056364421423897,0.0267590205706093,-0.021352902724356,0.0625867266055476,-0.00437736056572234,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-3.20293224545389
