t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r
0,0.00512958303817967,0,-0.0339529543955646,-0.086502795445643,0.061651044589528,-0.0339529543955646,0.00512958303817967,0.061651044589528,-0.086502795445643,0,0,0,0
0.001,0.00512958303817967,-0.00464105132025594,0.00512958141068209,-0.086502795445643,-0.17320559441629,-0.00700890635637361,-0.00187095143763313,0.193240736265528,-0.0118713691109148,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.002,-0.0241823175942164,-0.00464105132025594,-0.121888653035531,0.0308050269524119,0.413935968834755,0.117612063245442,-0.0401127261875029,-0.373711436632572,0.180642459324282,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.003,-0.0144116868998701,-0.00464105132025594,0.161459697358972,-0.0278488720274461,-0.877775389109873,-0.13253441927853,0.0933357289415672,0.773708837862097,-0.415499491713616,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.004,0.0051295797820737,-0.00464105132025594,0.00512960908702747,-0.0865027856723079,-0.17320572159681,-0.00700892868102388,-0.00187093475853514,0.193240841452444,-0.0118714412643325,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.005,-0.0241823139323468,-0.00464105132025594,0.00512958303817967,0.0308050122974105,-0.173205604196326,0.00767096672757579,0.0235000680580414,0.134491087674843,-0.11340757225025,2.61705109019401,-0.144963141214248,516.900413373849,-0.144963141214248
0.006,0.00512957571110814,-0.00464105132025594,-0.0339529446261359,-0.0865027661223037,0.0616509858826108,0.0268191194013097,-0.0214441094545735,-0.010040242869973,0.105748598715159,2.61705109019401,-0.144963141214248,514.745803317016,-0.144963141214248
0.007,-0.0144116799802284,-0.00464105132025594,-0.0144116913771547,-0.0278488964624508,-0.0557772455599242,0.0196916953231299,0.00525647253430438,0.0622253771468387,-0.0038294379955901,2.61705109019401,-0.144963141214248,514.703077338599,-0.144963141214248
0.008,0.0149002076282974,-0.00464105132025594,-0.0144116856786916,-0.145156672439661,-0.0557772798034009,0.00501182058681074,-0.0201145351890963,0.120975047933384,0.0977067156010134,2.61705109019401,-0.144963141214248,514.703077338599,-0.144963141214248
0.009,-0.0339529360806628,-0.00464105132025594,0.200542189621326,0.0894588648597619,-1.11263180312813,-0.156575836883733,0.129822875452565,0.918240036817112,-0.634655538556366,2.61705109019401,-0.144963141214248,514.703077338599,-0.144963141214248
0.01,0.0149001970445645,-0.00464105132025594,-0.0144115961296679,-0.145156613792983,-0.0557777200852546,0.0050117483778342,-0.0201144811807012,0.120975399649729,0.0977064443388588,2.61705109019401,-0.144963141214248,516.796650283293,-0.144963141214248
0.011,0.0539827369212195,-0.00464105132025594,-0.121888614371355,-0.321118379162573,0.531364073110119,0.0784656998388043,-0.107768753113698,-0.299102795377096,0.544060942749781,2.61705109019401,-0.144963141214248,516.839376261752,-0.144963141214248
0.012,0.0149002369332511,-0.00464105132025594,-0.0144117394044401,-0.145156799493017,-0.0557769863021902,0.00501185241292994,-0.0201145874608335,0.120974857522733,0.0977069725626834,2.61705109019401,-0.144963141214248,516.839376261752,-0.144963141214248
0.013,-0.0144116698039253,-0.00464105132025594,-0.0144116856786916,-0.0278489428899598,-0.0557772798034009,0.0196916852943464,0.00525646658005133,0.0622254300380553,-0.00382941495978115,2.61705109019401,-0.144963141214248,519.828376211918,-0.144963141214248
0.014,0.00512957164125337,-0.00464105132025594,-0.0339529429986383,-0.0865027612373033,0.0616509761025746,0.0268191200308727,-0.0214441051168187,-0.0100402368513148,0.105748589588928,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.015,0.00512958303817967,-0.00464105132025594,-0.0339529543955646,-0.086502795445643,0.061651044589528,0.0268191241877576,-0.0214441206892356,-0.010040278998353,0.10574865349746,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.016,0.00512958303817967,-0.00464105132025594,0.0539826962204502,-0.086502795445643,-0.408061939914226,-0.0492938969760623,0.0225954826079982,0.396521497482598,-0.129491244725772,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.017,0.00512958303817967,-0.00464105132025594,0.00512961763638833,-0.086502795445643,-0.173205770523691,-0.00700893771166497,-0.00187093329521057,0.193240888695928,-0.0118714573083642,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.018,0.00512958303817967,-0.00464105132025594,-0.0339529250895001,-0.086502795445643,0.0616508684821269,0.0268190988217873,-0.0214441060122821,-0.0100401265679536,0.105748565300011,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.019,-0.0144116702119105,-0.00464105132025594,-0.0144117011454726,-0.027848925782456,-0.055777186859682,0.0196916988860005,0.00525645918716896,0.0622253410225665,-0.00382938321951777,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.02,0.0149001929758205,-0.00464105132025594,0.0246708191939912,-0.145156613799651,-0.290633732921781,-0.0288161758444635,-0.000541368747021084,0.32425587293385,-0.0199132646679848,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.021,-0.0241822858463501,-0.00464105132025594,0.141918361483943,0.0308048827915525,-0.877775036901746,-0.110727070391348,0.0920060876115882,0.74433377912709,-0.466267285429771,2.61705109019401,-0.144963141214248,519.891231866255,-0.144963141214248
0.022,0.00512955617447225,-0.00464105132025594,-0.03395279321332,-0.0865026879356231,0.0616501836259414,0.0268189981296629,-0.021444016714568,-0.0100395876309652,0.105748129257213,2.61705109019401,-0.144963141214248,516.903465229603,-0.144963141214248
0.023,-0.0144116669558045,-0.00464105132025594,-0.0144117044015786,-0.0278489355557911,-0.0557771672929346,0.019691700073624,0.00525645473812383,0.0622253289811424,-0.00382936496082702,2.61705109019401,-0.144963141214248,514.747939616047,-0.144963141214248
0.024,-0.0144116856786916,-0.00464105132025594,-0.0144116856786916,-0.027848879358281,-0.0557772798034009,0.0196916932446874,0.0052564803205128,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,514.703077338599,-0.144963141214248
