t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,omega_seen,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,0,0,0,0
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00171160509545909,-0.00633633353854556,-0.0344855721758641,-0.051936599190573,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.03,0.0246708517550509,-0.0144116856786916,-0.145156711533001,-0.0557772798034009,-0.0247875250567945,0.0142100743129614,0.02396205430129,-0.153646984347249,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.04,0.122044993771315,-0.0631280685898925,-0.67139964666928,0.17860965568502,-0.115542331049472,0.0743646642175216,0.489380560305123,-0.493138481409634,0.52156938491557,-0.144963141214248,-2.28126206436718,0,0,0,0,-0.00464105132025594
0.05,-0.0631085273210594,0.00512958303817967,0.264716854085131,-0.0557772798034009,0.0358908303123367,-0.0521617402151188,-0.180253952609716,0.201729101389882,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.06,0.0343437797698642,-0.0338747893206667,-0.203341396291482,0.0614161879406509,-0.0464822354963269,0.0128995481961386,0.154563303847271,-0.145704690009441,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.07,-0.0435867998729441,0.00509050050073509,0.147526329742769,-0.0555424231545499,0.0261304101188471,-0.035255127081503,-0.121661144046022,0.100237441939948,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.08,0.0343437797698852,0.00512958303817967,-0.203341396291583,-0.0557772798034009,-0.0126639502048323,0.0323331439275163,0.0529520770339188,-0.204095335384892,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.09,-0.0436649649478454,0.00512958303817967,0.147878253239439,-0.0557772798034009,0.0262032412579056,-0.0353034266555265,-0.122040116638635,0.100425557774119,0.52156938491557,-0.144963141214248,-0.162053532601543,0,0,0,0,-0.00464105132025594
0.1,0.0147829697843188,0.00512958303817967,-0.144570172372151,-0.0557772798034009,-0.00291794352793669,0.0153731721956607,0.023669816168916,-0.153138432421486,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.11,-0.043664964947858,0.00512958303817967,0.14787825323949,-0.0557772798034009,0.0262032412579119,-0.0353034266555375,-0.12204011663866,0.100425557774162,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.12,-0.0924204303964821,0.00512958303817967,0.382024686260376,-0.0557772798034009,0.0504952359221442,-0.0775762832699761,-0.238701579087132,0.303439486547014,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.13,-0.0144703094848731,0.00512958303817967,0.0309223445613176,-0.0557772798034009,0.0116572532706114,-0.00999054177301755,-0.06376783304095,-0.000979696227022903,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.14,-0.0144116856786916,0.00512958303817967,0.0308050367290811,-0.0557772798034009,0.0116280444593765,-0.00993971268688124,-0.0637093854144421,-0.0010814066122332,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.15,-0.0534160580375434,0.0246317692176047,0.206414861494531,-0.172970747547465,0.0479707828364928,-0.0340412001127103,-0.252816709064102,0.092788394591849,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
0.16,-0.0045628862453722,-0.0144507682161334,-0.0282008028548783,0.061651044589528,-0.0102559505860922,-0.0111561691677858,0.0675046272301381,0.00626593035069598,0.52156938491557,-0.144963141214248,-0.144963141214248,0,0,0,0,-0.00464105132025594
