t,iq,id,vq,vd,omega,r
0,0,0,0,0,388.966626433037,0
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,386.830391662565,-0.144963141214248
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,383.77847190538,-0.144963141214248
0.03,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,380.726616300876,-0.144963141214248
0.04,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,380.726616300876,-0.144963141214248
0.05,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,378.895502938174,-0.144963141214248
0.06,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,373.706853515908,-0.144963141214248
0.07,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,367.90882276196,-0.144963141214248
0.08,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,365.771790662533,-0.144963141214248
0.09,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,357.837699267096,-0.144963141214248
0.1,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,357.837699267096,-0.144963141214248
0.11,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,352.954730299891,-0.144963141214248
0.12,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,352.954730299891,-0.144963141214248
0.13,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,346.85221050198,-0.144963141214248
0.14,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,346.851019090883,499.748984876529
0.15,4.45152867820584,0.142035458222344,6.187008086531,-1.58515768461199,-0.144963141214248,499.748984876529
0.16,2.68216642009622,-0.0436066116006556,6.01490892445164,-1.11263219933975,333.728039991515,499.748984876529
0.17,1.82147341251191,0.0834116180462902,5.60819297460668,-0.996609559862517,388.966626433037,499.748984876529
0.18,0.801936232800188,0.0144324448494451,5.30228628297376,-0.405251291871773,503.686703510847,499.748984876529
0.19,-0.971232296060951,-0.296941599204812,3.36741004151557,1.23382637438692,566.889808175616,499.748984876529
0.2,0.46405712510627,0.0830023851272777,4.54926202028857,-0.524085505754472,472.892655556895,499.748984876529
0.21,0.620387317350825,-0.0336607241267604,5.36831140067898,-0.526193011005182,464.955906397815,499.748984876529
0.22,0.288185791695807,-0.052909847638422,4.84147857200284,-0.17601492978205,485.710449095811,499.748984876529
0.23,-0.0134183919054448,-0.0340113834410497,4.07231317743956,-0.172503374980137,506.768252766889,499.748984876529
0.24,-0.102697918139366,0.024378749059424,3.43378427959996,-0.289931801606711,511.956407294545,499.748984876529
0.25,-0.23919468795548,0.00501275897264781,3.25677042153396,0.061651044589528,516.839376261752,499.748984876529
0.26,-0.258794351701285,0.0148418138657656,3.14016379169104,0.0623529671581874,516.839376261752,499.748984876529
0.27,-0.239603436118636,-0.0237151598412073,3.0242580577937,0.412532377098276,516.839376261752,499.748984876529
0.28,-0.0240071604827367,-0.0336610218049108,3.66839933125698,0.295104257172635,498.835994312134,499.748984876529
0.29,0.0738742916445126,0.0927150241668166,4.72171653172016,-0.289932312668128,488.762304700315,499.748984876529
0.3,0.259224445867362,0.0147251088670518,4.723118323718,-0.0550757661159164,482.963779051758,499.748984876529
0.31,0.249803969023723,-0.0825726821736563,4.8973283426257,0.179079368982457,482.963779051758,499.748984876529
0.32,0.308194305654424,-0.053202460604542,4.95703339840141,0.0595471167687268,480.827480128605,499.748984876529
0.33,0.239916527616733,-0.024007288051471,4.84042615589272,-0.173906811236284,482.96650096836,499.748984876529
0.34,0.229679166802292,-0.00452438033364987,4.60651087700518,-0.173906709056042,488.762304700315,499.748984876529
0.35,0.0247875057289381,-0.0828061261877426,4.31149048610672,0.179780371608531,501.885283799682,499.748984876529
0.36,0.0636950707082098,0.0150168543577825,3.90231358909714,-0.174607404981177,501.885283799682,499.748984876529
0.37,-0.0537274630271051,0.033975006284148,3.78605582457826,-0.171103209559776,503.716397162384,499.748984876529
0.38,-0.0148780974571545,0.0436874072211513,3.49243605138382,-0.170402820282161,506.765200911306,499.748984876529
0.39,-0.0337197825317709,-0.208716806494387,3.43133242005297,1.11360180791159,506.768252766889,499.748984876529
0.4,-0.0140036944304666,-0.00464105132025594,4.25213756302876,0.061651044589528,498.833428195178,499.748984876529
0.41,0.0646275285538837,0.0149002173966153,4.19418357293065,0.061651044589528,490.904402150235,499.748984876529
0.42,0.181059268945778,0.0147836824851036,4.60546070724728,-0.17250531704556,488.762304700315,499.748984876529
0.43,0.278357791378,0.0342084503159008,4.48605452674716,-0.406661883147935,493.942219216401,499.748984876529
0.44,0.200251017991709,0.0143759634092825,4.66586313629967,-0.171105356145879,488.762304700315,499.748984876529
0.45,0.10318537826926,-0.0241240780960082,4.66516366988976,-0.0557772798034009,488.767492855654,499.748984876529
0.46,0.180593367446694,-0.0136546510267954,4.54925405584705,0.0574517749719392,490.898603623468,499.748984876529
0.47,0.121969620840594,-0.043781813682402,4.54470987245018,-0.0550775037674449,501.877348974014,499.748984876529
0.48,0.0928906429846453,-0.00452461846728599,4.13727811877062,-0.0564769536591083,498.833428195178,499.748984876529
0.49,0.0729419443459737,-0.0338365385553135,3.78919821600394,0.061651044589528,498.836480051149,499.748984876529
0.5,0.00518778245638892,-0.0145280845151101,4.25423637088016,0.061651044589528,498.833428195178,499.748984876529
0.51,0.0439211659126731,0.00495501030263026,4.19348645494835,-0.0550779125952196,503.711514192919,499.748984876529
0.52,0.063695206783303,-0.06303212784891,4.31289018483877,0.295109163426307,496.697129272025,499.748984876529
0.53,0.0640442587066637,0.00518775694175375,4.02101744414271,0.0609518817952309,493.955342197347,499.748984876529
