t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r,"T_ass:1.00,S_pct:0.64,kp:0.1369,ki:0.1625"
0,-0.0660495191695421,0,-0.0573259884084395,-0.653872782542662,0.279131861496836,0,0,0,0,0,0,0,0
0.01,0.00422203066084609,1.60892741405405e-05,-0.077786441179389,-0.155674811067303,-0.724333922616613,-0.000801250318888145,0.00036160717474906,0.0392611008300553,-0.0181783550647729,1.66210012444005,-0.00108951023169285,0,0
0.02,-0.00933576888171518,1.55297784658615e-05,-0.031055718318096,-0.388263107097981,0.549726051283814,-0.000892649034072476,0.000402675103771588,0.0438588566038428,-0.0202319871371576,1.66209201294728,-0.00114818586214204,0,0
0.03,0.0506774821690378,1.56747410073876e-05,0.031308443595217,-0.116425002819325,-0.452333821857106,-0.000928467492124471,0.000419084061833143,0.0456425456942109,-0.0210542179642579,1.66208386238375,-0.00112714345641395,0,0
0.04,0.000167965799492665,1.43097149702953e-05,0.0333196179949957,-0.341966167596642,0.171678160523131,-0.000906956921764549,0.000410025512694589,0.0446349889654562,-0.0205944300758302,1.66207640885988,-0.0010304023926937,0,0
0.05,-0.0512367244393382,1.41283699122141e-05,0.0238744985359582,-0.464103128875204,-0.204778956586247,-0.000927396718824497,0.000419620309495367,0.0456659932781592,-0.0210739763491947,1.66206920681455,-0.000995789938838114,0,0
0.06,0.0369198224400193,1.34304991661338e-05,0.250693857965669,-0.242619359660862,0.238324700708325,-0.000927633471806496,0.000420174668793665,0.0457125735457773,-0.0210985622409319,1.66206239795798,-0.000935815973376091,0,0
0.07,-0.03837003136879,1.3421532457869e-05,-0.149915243852672,0.0504047875181036,0.00518090480793777,-0.000950914061983764,0.000431232889557141,0.0468770299058686,-0.0216521573422842,1.66205610170896,-0.000913248603867496,0,0
0.08,-0.0522414550243356,1.21461489470676e-05,0.0612685204948764,0.466339393808146,-0.00357292795636835,-0.000927342058036526,0.000420894231106425,0.0457619313002151,-0.0211287014513473,1.66205005248051,-0.000826039301901754,0,0
0.09,-0.013593869658844,1.15140355774201e-05,0.0589203120096492,-0.210250930962245,0.255752171486385,-0.000925387639401133,0.000420449551919032,0.0456956740999064,-0.0211035544355352,1.66204446478537,-0.000773745602462325,0,0
0.1,-0.0285759084158955,1.09525026346091e-05,0.0435890074443755,-0.287684637165795,0.590925240798826,-0.000924630059978731,0.000420489364948816,0.0456857417683166,-0.0211029791658015,1.6620392395913,-0.000726374896940749,0,0
0.11,0.0798740453214755,1.04286136775045e-05,-0.0355458515234313,-0.263879175166289,-0.522734105451165,-0.000923977986352398,0.000420549134749571,0.0456792100591186,-0.0211035865897125,1.6620343499251,-0.000682127893393871,0,0
0.12,-0.0257208517276248,9.93843787000515e-06,-0.0210606735398203,-0.550755706089284,0.435678701197514,-0.000923370886061957,0.00042060616359959,0.0456732465498906,-0.0211042043022895,1.66202977405651,-0.000640724846207763,0,0
0.13,-0.0548276807034856,1.06676125142258e-05,0.0239715433247304,0.352486049989012,-0.404129482565656,-0.000966698732966361,0.000440489446841842,0.0478032979626702,-0.0221030365164252,1.66202527202217,-0.000662674961983252,0,0
0.14,-0.0681072527594335,8.96632263902575e-06,-0.0683504892700207,-0.143905538838928,-0.497819366513422,-0.0010071794186622,0.000459608296957129,0.0499120143406975,-0.0230525332711031,1.66202105433379,-0.000683007705994483,0,0
0.15,0.0481371820906843,8.70140593178803e-06,-0.0492673437731946,-0.484173983601817,0.158347749426112,-0.000926211496119678,0.000422686008071144,0.0458768157382554,-0.0212026844227593,1.66201705805066,-0.000532146461674239,0,0
0.16,-0.0129383637585821,8.21012508822605e-06,-0.0720693673985461,0.164410254573266,0.565675323388643,-0.000921464008173876,0.000420902978534846,0.0456638867041993,-0.021111179378372,1.66201357723605,-0.000494520851866688,0,0
0.17,-0.114432361860109,7.85636621003505e-06,0.0345668752007167,-0.490784896400447,0.583289858039939,-0.000920805305915279,0.000420853305107073,0.0456485461367912,-0.0211070839300963,1.66201033364161,-0.000464844872921303,0,0
0.18,0.0501692389629059,7.5309794738132e-06,0.124113830119557,-0.330009811984539,-0.0882320241568148,-0.000920390687873858,0.000420886697663419,0.0456439956829626,-0.0211072724019602,1.6620072989396,-0.000437369155733236,0,0
0.19,-0.108162551708146,7.22678396414267e-06,-0.0186965653907534,0.0370318499493845,-0.542768935219176,-0.000920013506446033,0.000420921875648319,0.0456402605551342,-0.0211076407331093,1.66200445902428,-0.000411672461708686,0,0
0.2,0.0867994665969534,6.94213213137118e-06,0.0112819117116698,0.196030175832785,0.141899749496819,-0.000919660830799424,0.000420955012687764,0.0456367782104206,-0.021108010647422,1.66200180135805,-0.000387625656557341,0,0
0.21,0.0433841757273599,6.67575386614772e-06,-0.0983968761132094,0.661269339038187,-0.0564192309080212,-0.000919331140113494,0.000420986001335963,0.0456335324547918,-0.0211083333492496,1.6619993142434,-0.000365122061286685,0,0
0.22,0.0115178740737497,6.42647637505434e-06,0.0190529185351685,0.139484649972232,-0.0289088729861004,-0.000919022442773036,0.000421015015243854,0.0456304855087001,-0.0211086489388304,1.66199698673537,-0.000344062600157387,0,0
0.23,-0.0633315482812043,6.19320235273335e-06,0.00563679406732143,-0.12068170621103,-0.0614611170657533,-0.000918733581885347,0.000421042163357476,0.0456276328560491,-0.021108943116688,1.66199480859141,-0.000324354595930871,0,0
0.24,-0.0289233207701302,5.97490452491911e-06,-0.0553855600237818,0.0765108765188505,0.981038496388348,-0.000918463096558782,0.000421067582753539,0.0456249543002282,-0.0211092362083179,1.66199277022636,-0.000305911320939917,0,0
0.25,0.126698365316424,5.77062201045919e-06,0.0883761473574006,-0.654141494684213,0.340469926787344,-0.000918210185590781,0.000421091349961033,0.0456224538754505,-0.0211094862739855,1.66199086267009,-0.000288651613238077,0,0
0.26,-0.0408617884039475,5.8426494433661e-06,0.00646493657533446,0.0766474580142755,-0.458326523135514,-0.00092740891779133,0.000425365471044103,0.0460787748728423,-0.0213238177425892,1.66198910704177,-0.000286227368021356,0,0
0.27,0.0889785214923338,4.84991687699221e-06,-0.0688062045243212,-0.0127943147792863,0.00715200162177146,-0.000898029222370142,0.000412051275462639,0.0446592045108377,-0.0206526884962638,1.66198733541561,-0.000228628943730125,0,0
0.28,0.0163790161234427,6.86514886183431e-06,0.0148688183889442,0.0406577126164334,0.0847618528458237,-0.000895717939514785,0.000410992283156646,0.0444432707003941,-0.0206088464936466,1.66198576693088,-0.000211453100809549,0,0
0.29,0.0164493689919056,5.0442313295207e-06,-0.0109956877248304,0.145221093911981,-0.330364583425826,-0.000916187802049968,0.000420670033094288,0.045557397681624,-0.021085096065982,1.66198437900961,-0.00022832506697354,0,0
0.3,0.0141975888494267,4.77208232041448e-06,-0.0465142995033866,-0.152014675170926,0.345921634555733,-0.00091019253877221,0.00041817055293193,0.0452711614217494,-0.0209587173010574,1.66198335361966,-0.000210667392614572,0,0
0.31,0.0355364925262021,4.81859024148434e-06,-0.0465753196298175,0.277974280120897,-0.519025699621129,-0.000916670121850418,0.000421052127842497,0.0455926929454898,-0.02110319997068,1.66198207303479,-0.000208585598039245,0,0
0.32,-0.0674491699637407,4.69780206913128e-06,-0.0964872363012254,-0.776038994824278,0.101998573768503,-0.000916862597883908,0.000421208761433613,0.0456083018130597,-0.021110486196117,1.66198085316582,-0.000198056184585057,0,0
0.33,0.108452355747223,4.57598844150198e-06,-0.00195054217203094,0.203948120700418,-0.698646461237431,-0.000916729883131811,0.000421229975972257,0.0456077037978213,-0.0211110058826817,1.66197971043276,-0.000187743806482387,0,0
0.34,0.0570922211221314,4.4615289880312e-06,0.107454352664879,-0.316407760445318,0.567783465249277,-0.000916589156395311,0.000421243634628129,0.0456063365364459,-0.0211111568347702,1.66197864097145,-0.000178068692141109,0,0
0.35,0.0948439275431245,4.35439642387792e-06,0.0222844971121183,0.0593657728850748,-0.112017121406046,-0.000916456416433833,0.000421256126302084,0.0456050052740416,-0.0211113019507853,1.66197764013784,-0.000169013152188456,0,0
0.36,-0.107929562102896,4.25414373239619e-06,0.0786652733316408,-0.260346934747435,-0.200025189722006,-0.00091633216781805,0.000421267799239304,0.0456037556971177,-0.0211114367623899,1.66197670353101,-0.000160538666819978,0,0
0.37,0.0677769932791386,4.16032980865566e-06,-0.208586082406647,-0.333365460984674,-0.220364188923025,-0.000916215946668482,0.000421278716937567,0.0456025865122642,-0.021111561569565,1.66197582702938,-0.000152608014099032,0,0
0.38,0.0161700427955125,4.07254356105113e-06,-0.0242951204757052,0.0338943139684533,-0.37680600294503,-0.00091610705567244,0.000421288945466229,0.0456014833430243,-0.0211116778578069,1.66197500677588,-0.000145186297988797,0,0
0.39,0.0192591465603595,3.9903961805976e-06,-0.0827992384413677,0.451794283334002,0.342442913832936,-0.000916005261275337,0.000421298507468584,0.0456004538940761,-0.0211117850812685,1.66197423916086,-0.000138240858495594,0,0
0.4,0.0193061322237243,3.9135270526458e-06,-0.0832489396657795,0.0348354758838502,-0.396119777826959,-0.000915910098163426,0.000421307446649251,0.0455994928770811,-0.0211118838725367,1.66197352080631,-0.000131741131348334,0,0
0.41,-0.0316924855283406,3.84159739041934e-06,0.0248033645032961,-0.235242993246016,-0.61094672922756,-0.000915820869255914,0.000421315827822585,0.0455985820621419,-0.0211119731167298,1.66197284855103,-0.000125658513679453,0,0
0.42,0.00560201738108618,3.77428955289361e-06,-0.0178441205475414,0.294441770750597,-0.143038557614271,-0.000915737457240344,0.000421323662723408,0.0455977319484418,-0.0211120578284413,1.6619722194367,-0.00011996623816276,0,0
0.43,0.0231618706073144,3.71130727216951e-06,-0.067027273694034,-0.606728193093485,0.0783331190784279,-0.0009156594550495,0.000421330989511832,0.0455969366871599,-0.0211121357423704,1.66197163069478,-0.000114639255222733,0,0
0.44,0.025180491457164,3.652373152363e-06,-0.245878745174201,0.458159618832156,-0.0341389124290679,-0.0009155862165886,0.000421337868139147,0.0455961796983437,-0.0211122293997656,1.66197107973445,-0.000109654122798823,0,0
0.45,-0.00627594061062225,3.5972268506157e-06,0.112235499879573,0.235540078547226,0.396437178804169,-0.000915517871153955,0.000421344287606075,0.0455954766331798,-0.0211122956535375,1.66197056413115,-0.000104988903187195,0,0
0.46,0.0139624641787097,3.54562575921591e-06,-0.0994359585802996,-0.272279690259323,-0.439079667104456,-0.000915454004665168,0.000421350286538712,0.0455948207782273,-0.0211123561297126,1.66197008161591,-0.000100623066500202,0,0
0.47,0.122847997696992,3.49734273186186e-06,-0.0127282760718904,-0.0573861566371195,1.05866220859966,-0.000915393971247162,0.000421355924705059,0.0455941930589178,-0.0211124335727432,1.66196963006532,-9.65374003233097e-05,0,0
0.48,0.045057022504037,3.45216403729864e-06,0.129438357844857,0.0374830378649035,0.0570697179810575,-0.000915338016332675,0.000421361180336679,0.0455936126107117,-0.0211124845068801,1.66196920749227,-9.2713925167244e-05,0,0
0.49,0.0417604336834577,3.40989072356024e-06,0.0500064400706764,0.320031527321018,-0.0247204266912287,-0.000915285486918731,0.000421366113761044,0.0455930604924443,-0.0211125525569288,1.66196881203723,-8.91358153467285e-05,0,0
0.5,-0.174754091634834,3.37033702635381e-06,-0.0142002232396113,-0.0489991599045723,0.268470647147335,-0.000915236512616882,0.000421370713714446,0.0455925483897484,-0.0211125920009355,1.66196844195989,-8.57873249387305e-05,0,0
0.51,4.46886846568077,4.59999990463257,-0.0842129447657615,7.53142487216561,1.03047504984981,-0.280336273781226,4.43251977240251,0.72814917320014,7.99090192429199,0.0578468097548559,17.8222921395184,2496.12233657622,0
0.52,4.45957972869065,4.59999990463257,0.164049706760876,7.8169983505443,0.0664925272779123,-1.15009528633132,4.28567366544431,-2.12257174401372,7.85518856134146,0.262313180853864,38.0109044161082,2445.48515202466,0
0.53,4.4083410893731,4.59999990463257,-0.07114854188955,7.09177393397248,-2.0859289273236,-2.55303602654023,3.65030307391629,-5.42056442022754,5.08409873987294,0.617077398590927,59.0441231038064,2390.84378745144,0
0.54,4.47568443041175,4.59999990463257,-0.199611481275986,8.23513805959728,0.0942205602868816,-4.01826223392608,1.87870770058965,-7.37952342129062,3.61758581080101,1.13291840332219,81.6112742339714,2335.2254771075,0
0.55,4.44625487187519,4.59999990463257,0.170281371474105,6.37062100546427,0.341017133817665,-4.35008913333676,-1.04617842082397,-6.11518687203759,-1.51794915889086,1.80719439494926,102.066185234957,2281.71251743631,0
0.56,4.55418854946183,4.59999990463257,0.0899234361944957,7.30631757431465,-0.386212144006157,-2.18497991444363,-3.88281590186437,-3.02179723519227,-6.6055238957334,2.63185030603359,123.528332896023,2233.27566444082,0
0.57,4.34446043101832,4.59999990463257,-0.0159409864834127,10.7287024475093,-2.13669455873315,1.96209802395019,-3.92168968450689,6.68819874547556,-8.66647072942915,-2.66829196932599,144.225828526919,2192.61316440539,0
0.58,4.39497310535792,4.59999990463257,-0.0376446199097687,10.3901519170513,0.0161176921060108,4.39083991201057,0.182734116896652,10.3007427988609,-0.32532261483944,-1.53221362600613,165.814291212831,2162.0040543859,0
0.59,4.49770996592582,4.59999990463257,0.106276088195171,9.1445541805643,-1.49472272765815,1.09189664040329,4.27138281031094,0.573706595429085,9.73008509025976,-0.241937798995598,186.789760827091,2143.18362987104,0
0.6,4.38569542997467,4.59999990463257,-0.150600477153059,11.2572505032321,-0.116444213084568,-4.08414232880958,1.5928307262263,-10.411570132017,3.09756944361195,1.20322471333952,207.525628191058,2137.24781447357,0
0.61,4.35656092181578,4.59999990463257,0.0129682189924441,13.9647805096507,-1.22937820866477,-1.48405619693418,-4.06171036606534,-2.42230601635677,-13.7932452105807,2.80238788346409,228.455812039244,2144.59164119962,0
0.62,4.35500058396253,4.59999990463257,-0.0902754823308982,15.187412119209,-3.02593358629261,4.24415876589379,-0.709813162742649,14.9578184208426,-0.626233181909948,-1.72801345181704,249.467599427555,2164.88524705065,0
0.63,4.35256128556986,4.59999990463257,-0.101612794224528,13.2266954999427,-4.07499688364028,-0.698077089822938,4.26907805423679,-5.79416608346413,12.9380632725909,0.178246710238685,270.582090717642,2197.08878801098,0
0.64,4.30083300809631,4.59999990463257,0.165524538981269,13.6775173642317,-2.1624575610507,-3.41974755478048,-2.64228673653757,-9.79021661897781,-10.1181245247848,2.23785309284482,291.544784378233,2239.50560568061,0
0.65,4.3393774146595,4.59999990463257,0.0396155836939832,14.6805972514148,-1.71774911215267,4.15686599474006,-1.14550818501431,14.3085221738033,-2.39150330040864,-1.83265876960564,312.191810223934,2289.87093037594,0
0.66,4.35009870998943,4.59999990463257,0.0141118668377468,14.2816975693122,-5.93638086389733,-2.07843193577125,3.77691392631888,-12.7968897675841,9.36974097456499,0.53269066723075,333.127964202012,2345.47149764342,0
0.67,4.36171354135754,4.59999990463257,0.188784684278694,15.1204209381382,-3.34087618672337,-0.442901222062433,-4.2724598937144,1.25187606435828,-15.4557552706175,3.05120280588443,353.949727871388,2403.2897879519,0
0.68,4.36358729298417,4.59999990463257,0.037596675384855,16.1376599556547,-0.912808204255959,2.3061017277736,3.61310989745297,7.2614954332617,14.0034611076883,-0.561405528266126,374.793981784301,2460.16526245264,0
0.69,4.3176318995197,4.59999990463257,0.0156725355018662,13.8240981167787,-5.30311788271907,-3.40138746089224,-2.65679661837704,-7.31958339570507,-13.6146093884151,2.26164492474867,395.367394673389,2512.96403338783,0
0.7,4.28432474664448,4.59999990463257,0.263809309721268,16.0544435689668,-5.7798232940652,3.77172461517217,2.03861927644768,10.597960588832,13.1451025046919,-1.04625723441076,416.227434886855,2558.74792700789,0
0.71,4.27227294086761,4.59999990463257,0.261418471232075,15.2891581695186,-4.60865579783383,-3.80131037951895,-2.01214851979667,-10.7691647129979,-11.5683961103682,2.08082203042994,437.013450850346,2594.93389672769,0
0.72,4.34035749991727,4.59999990463257,0.145910512248657,15.5235065655454,-5.58517296174521,3.49616289389413,2.48924909868374,8.80438121804423,14.1217982263747,-0.923603656596992,457.703054426699,2619.4352261818,0
0.73,4.22311740253851,4.59999990463257,0.139476634522252,18.4444101743494,-2.89880522814605,-2.55963829219217,-3.36884115635773,-8.59518978828078,-16.6715165765678,2.50663792465631,478.343821693045,2630.77690162642,0
0.74,4.32586443565412,4.59999990463257,0.14459441227159,16.875853803775,-7.19820134621876,0.967384694015172,4.16094776413402,-3.62869757627593,17.6068600126025,-0.194975339837763,498.911393169483,2628.17888211558,0
0.75,4.19245478384211,4.59999990463257,0.273955554354,18.1140443156295,-5.82479382897846,1.51201049718213,-3.95269573310721,12.980267245966,-14.6768613342633,-2.74546587087639,519.428085410472,2611.60268345334,0
0.76,4.14707491404485,4.59999990463257,0.0211225499294396,19.0903704769888,-1.25876954843702,-3.82301850550572,1.79846152997961,-17.6250237242937,6.70329055633926,1.13816644886484,540.09159197793,2581.75862925974,0
0.77,4.3469557098742,4.59999990463257,0.236073873489196,17.9129279997212,-5.54682292237515,3.85166605916107,1.77958535671332,13.6189825134485,13.030397354419,-1.11057901855312,560.669825421538,2540.07320720122,0
0.78,4.07546615125633,4.59999990463257,0.0617894820992063,19.7968197830128,-3.62892912275166,-0.370814410100961,-4.19543923675607,2.83140236878223,-19.7490361955549,3.07426094034582,581.089146634426,2488.61809000442,0
0.79,4.2167332689827,4.59999990463257,0.194639636638966,19.7128393172873,-8.02088190532788,-3.72187719255456,1.94838025007708,-21.5452740417646,1.64636809166677,1.12650874718563,601.71625065465,2430.00442650126,0
0.8,4.18111307841721,4.59999990463257,0.0154083227967062,18.9212646978669,-5.34156111765744,2.71722656268424,3.23449986867729,7.324433417591,18.3503843079077,-0.67095302337047,622.24490271128,2367.24786857452,0
0.81,4.16330757675898,4.59999990463257,0.153816748053243,21.5324297775525,-4.54283055610286,-3.17113667482885,-2.70994959737325,-12.7451257832849,-18.0810042444484,2.30278896152301,642.566457791622,2303.61137596164,0
0.82,4.16881736255586,4.59999990463257,0.0826134386123608,20.6086264452394,-9.02700971588791,-2.89051857956578,3.03216445036687,-21.1746503928434,8.00203744713447,0.805193953824439,662.990700145425,2242.43404777084,0
0.83,4.12853837010157,4.59999990463257,0.00105255366851553,21.8559345147249,-6.70524097513022,2.26684130491534,3.49745565415498,5.68753882904043,22.0167606249557,-0.542673018568491,683.42285134201,2186.95500201759,0
0.84,4.15212785973064,4.59999990463257,0.0764376283844148,19.917442461786,-8.4584773207291,4.10418327421035,-0.885969656897442,21.500974244962,5.08785545405485,-1.74093522479215,703.834983129145,2140.14162018464,0
0.85,4.12604733406126,4.59999990463257,0.173857196770059,22.5506299528938,-8.83074430895791,1.27138034813125,-3.95449957540312,15.4810663211956,-18.3479348965073,-2.78968295813369,724.196424843566,2104.53127566994,0
0.86,4.22112907771245,4.59999990463257,0.291414475654932,23.3255224120843,-6.70550958781424,-2.2679723104027,-3.45852288000292,-6.62975673448279,-23.367277044123,2.59401298726156,744.576697191588,2082.09498215053,0
0.87,4.05152838412704,4.59999990463257,0.349238437886939,25.251972611021,-6.69136175526281,-3.9843563464652,-0.966684420481418,-22.422102522885,-13.4326821485486,1.84355648231378,764.980052469022,2074.13026528756,0
0.88,4.15845024537628,4.59999990463257,0.155061276084875,22.2285695507197,-7.06949060267616,-3.88561724692909,1.47548393169966,-23.3864504367687,0.803906738528664,1.24192793154014,785.188345022366,2081.18903775215,0
0.89,4.21672314094071,4.59999990463257,0.246438303988446,22.9626365975232,-9.19754914205672,-2.81104963652962,3.05870933968111,-22.5833245097236,9.32717925100495,0.789092546155295,805.55425913059,2103.04442310731,0
0.9,4.24187410028245,4.59999990463257,0.183475442250657,24.1927265383174,-8.52828013179177,-1.7637225257762,3.73952611477348,-18.8509373041131,16.7075111477564,0.485110408208047,825.774315705092,2138.69842520291,0
0.91,4.15938172907266,4.59999990463257,0.146986436708453,25.5329339684921,-6.52715267329676,-1.19343683954091,3.92106061403049,-14.5783423900048,21.7370053014239,0.329646221186654,846.111585927244,2186.43018461886,0
0.92,4.11562695515458,4.59999990463257,0.0646939416807257,27.7014104937564,-9.80407255233427,-1.08617525226579,3.90360813470965,-18.3525336629832,23.148545016127,0.322581787494564,866.29232632824,2243.88241641488,0
0.93,4.2049783351248,4.59999990463257,0.0801603760016807,24.0496595523559,-10.026359987516,-1.67094248548588,3.77375627195489,-19.1180430197691,17.2458728473155,0.463910364582269,886.469545216567,2308.18159794879,0
0.94,4.00603064020369,4.59999990463257,0.116775121430213,27.7507531662762,-6.7403926375816,3.28359130529142,2.37827559397495,17.5174742171004,22.2833574390606,-0.908762105481231,906.675266044092,2376.08567953454,0
0.95,4.17677117605689,4.59999990463257,0.152955345828338,26.1883968408947,-10.895834757707,2.04523064520034,3.53377868490207,2.54405684394575,28.1717152617195,-0.471455134319479,926.852234642331,2444.15162000077,0
0.96,4.07583888285629,4.59999990463257,0.222700322464828,26.7974484610425,-10.6756445394592,-0.256184551300135,4.06724367391977,-12.9573895274435,25.3076009306845,0.113699866343,946.986212011411,2508.91398249161,0
0.97,4.05332051937041,4.59999990463257,0.284198489855634,26.7691653481068,-11.5098165437871,-2.89518875151223,2.88012946139229,-27.3675014495883,8.72789400433356,0.846565600771378,967.155016300531,2567.06522055235,0
0.98,4.07663589151912,4.59999990463257,0.166141077231507,29.6081215373826,-6.93933918678898,-3.98441357070484,-0.490522395259791,-28.1430349355548,-11.010711730034,1.72702736503397,987.35064079963,2615.62817371448,0
0.99,4.15068209426767,4.59999990463257,0.179314753591293,24.5616278262533,-8.58445292696936,-1.72045349777572,-3.73683662754208,-1.07057788198233,-26.1690640567429,2.75490299055897,1007.40581604664,2652.11168231228,0
1,4.01577610081525,4.59999990463257,0.314882210827753,29.493331691805,-10.1563674779436,2.68968732911946,-2.98445737405798,28.471536695267,-13.2763806836891,-2.35318040673863,1027.47265069212,2674.64110340362,0
1.01,3.99366137557955,4.59999990463257,0.255446439479357,30.4543151299178,-9.90690521259476,3.54592537856501,1.87234163924704,20.2561268152181,24.4312605642015,-1.03078813200318,1047.57058208118,2682.05681811727,0
1.02,3.84677433263984,4.59999990463257,0.165096587537644,33.3896823873893,-11.6783802933217,-1.45241484141324,3.67222577848939,-24.8183745155249,24.8827194216732,0.43840895363731,1067.59642037698,2673.97549695819,0
1.03,4.08314719950036,4.59999990463257,0.349298667430983,29.1555258496317,-10.8808374153392,-1.31990645723871,3.81156831805927,-21.625487625329,22.2327567848813,0.392243744298731,1087.55490821689,2650.81084539193,0
