t,iq,id,vq,vd,omega,omega_obs,r
0,0,0,0,0,-0.144963141214248,0,0
0.01,-0.0240064486188504,-0.0238892010066647,0.0884031823279108,-0.0564818497490642,-0.144963141214248,367.90882276196,-0.144963141214248
0.02,0.0148415935904336,0.0438017538286501,-0.144804788036291,-0.289224788695792,-0.144963141214248,367.90882276196,-0.144963141214248
0.03,0.00501233542563854,-0.0234788343618821,-0.0861508719483987,-0.0585955595945978,-0.144963141214248,367.90882276196,-0.144963141214248
0.04,0.00512958303817967,-0.149910842956884,-0.086502795445643,0.642451537014361,-0.144963141214248,367.90882276196,-0.144963141214248
0.05,-0.00458242751380761,-0.0433132221088618,-0.0282008028565924,0.0602419046896566,-0.144963141214248,367.90882276196,-0.144963141214248
0.06,-0.0240064486175175,0.063225774929959,0.0884031823199094,-0.405948543129174,-0.144963141214248,365.772523838807,-0.144963141214248
0.07,-0.0143530618720721,0.0922445589714281,0.0304531132297425,-0.521967727615149,-0.144963141214248,367.90882276196,-0.144963141214248
0.08,-0.0144116856786916,0.0431568919511737,0.0308050367290811,-0.285701938917839,-0.144963141214248,365.8045683229,-0.144963141214248
0.09,-0.0144703094843845,0.00495371162110086,-0.0274969558645043,-0.0557772798034009,-0.144963141214248,365.772523838807,-0.144963141214248
0.1,-0.0144703094844735,0.043274139579412,0.0311569602233917,-0.286406508937699,-0.144963141214248,365.772523838807,-0.144963141214248
0.11,-0.0239478248136461,0.0634016463535692,0.0297492662445496,-0.405948543153204,-0.144963141214248,365.772523838807,-0.144963141214248
0.12,-0.00475829893217498,-0.0441339553957168,-0.027145032367527,0.0637647544217105,-0.144963141214248,365.772523838807,-0.144963141214248
0.13,-0.0144116856786916,-0.130604069471048,0.0308050367290811,0.526432352545331,-0.144963141214248,365.772523838807,-0.144963141214248
0.14,-0.0240064486187167,0.0635188939642437,0.0887551058235532,-0.406653113089786,-0.144963141214248,365.772523838807,-0.144963141214248
0.15,-0.0142944380662394,0.00524683065063186,0.0301011897351265,-0.173205604196326,-0.144963141214248,365.772523838807,-0.144963141214248
0.16,0.00495371161923453,-0.0244168152623891,-0.0854470249531092,-0.0543681399067333,-0.144963141214248,365.772523838807,-0.144963141214248
0.17,-0.0144703094850956,0.0928894208448882,0.0311569602271263,-0.524786007425706,-0.144963141214248,365.772523838807,-0.144963141214248
0.18,0.00501233542519433,0.0247880993680362,-0.0274969558597034,-0.173910174146795,-0.144963141214248,365.772523838807,-0.144963141214248
0.19,0.00501233542502976,0.024553604141901,-0.0861508719465715,-0.289929358637797,-0.144963141214248,365.772523838807,-0.144963141214248
0.2,-0.0339529543955646,-0.043195974494025,0.148112868903805,0.0595373347319482,-0.144963141214248,365.772523838807,-0.144963141214248
0.21,0.00512958303817967,0.0246708517550509,-0.086502795445643,-0.173205604196326,-0.144963141214248,365.772523838807,-0.144963141214248
0.22,0.00501233542670486,-0.0245340628715534,-0.0857989484575556,-0.0536635699792264,-0.144963141214248,365.772523838807,-0.144963141214248
0.23,0.00495371162070058,0.0241432375026137,-0.08544702496191,-0.171091894368945,-0.144963141214248,365.772523838807,-0.144963141214248
0.24,-0.0142944380668615,0.0435672586068567,0.0301011897388611,-0.404539403264552,-0.144963141214248,365.804568322836,-0.144963141214248
0.25,-0.0144116856786916,0.00512958303817967,0.0308050367290811,-0.173205604196326,-0.144963141214248,365.772523838807,-0.144963141214248
0.26,-0.0142944380665057,0.00548132587473731,0.0301011897367252,-0.174614744087655,-0.144963141214248,367.90882276196,-0.144963141214248
0.27,0.0148415935904334,0.0435672586039213,-0.144452864539578,-0.287815648802321,-0.144963141214248,365.772523838807,-0.144963141214248
0.28,0.0147243459778028,-0.257094701870273,-0.14445286453851,1.11075569470005,-0.144963141214248,367.90882276196,-0.144963141214248
0.29,-0.0241823200371289,0.0246708517550509,0.0894589528164431,-0.173205604196326,-0.144963141214248,367.90882276196,-0.144963141214248
0.3,-0.00475829893315235,-0.0438408363668966,-0.0271450323616598,0.062355614539462,-0.144963141214248,367.90882276196,-0.144963141214248
0.31,-0.00481692273986739,-0.0434304697213144,0.0315088837267702,0.0609464746385248,-0.144963141214248,367.90882276196,-0.144963141214248
0.32,0.00507095923156024,-0.0242995676503678,-0.0861508719463045,-0.0550727098514088,-0.144963141214248,367.90882276196,-0.144963141214248
0.33,-0.0143530618719832,0.00483646400463775,-0.027848879358281,-0.0550727098503397,-0.144963141214248,367.90882276196,-0.144963141214248
0.34,0.00495371162110005,0.0243777327265849,-0.085447024964308,-0.289224788707535,-0.144963141214248,367.90882276196,-0.144963141214248
0.35,-0.0240064486197825,0.0243777327261401,0.0884031823335062,-0.171796464312468,-0.144963141214248,367.90882276196,-0.144963141214248
0.36,-0.0241236962312584,-0.0240064486195172,0.0891070293216001,-0.0564818497463926,-0.144963141214248,367.90882276196,-0.144963141214248
0.37,0.00507095923222016,0.0242604851133343,-0.085798948454889,-0.171796464308204,-0.144963141214248,367.90882276196,-0.144963141214248
0.38,-0.0145289332907885,0.0922445589794217,0.031508883720903,-0.52196772764946,-0.144963141214248,367.90882276196,-0.144963141214248
0.39,-0.0241236962309915,-0.0623268765726728,0.0304531132326361,0.174851949305263,-0.144963141214248,367.90882276196,-0.144963141214248
0.4,-0.0145289332911443,0.00589169251912241,-0.0267931088673442,-0.176728453932666,-0.144963141214248,367.90882276196,-0.144963141214248
0.41,-0.0142944380660609,0.00548132587607156,0.0301011897340553,-0.174614744093,-0.144963141214248,365.772523838807,-0.144963141214248
