t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r,"T_ass:0.20,S_pct:-1.84,kp:0.1798,ki:0.0001"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01,0.00115433966889632,8.89142975211143e-05,0.000622464531007883,-0.0532685289636932,-0.0311757324277862,-0.00126544156696511,0.000344412258996991,0.0589514759003167,-0.0182807538011737,1.79960882066452,-0.00440213252407794,0,0
0.02,0.00125376868389281,5.74815967411269e-05,0.000690680738173744,-0.0598112852674297,-0.0345923000523736,-0.00137774119874578,0.000388336174046492,0.0660980953845968,-0.0201260740032437,1.79958104565623,-0.00354452058159324,0,0
0.03,0.00127688379507613,4.16566763306037e-05,0.00071160611165343,-0.0617581491931801,-0.0356403089750183,-0.00140499128301207,0.00040350338156035,0.0682314773745799,-0.0207066682709715,1.79956007591582,-0.00263167878679694,0,0
0.04,0.00123978841309702,2.43387130467454e-05,0.000699959331760011,-0.0607693130497498,-0.0350569995289851,-0.00136621597248486,0.000400589929846968,0.0671358606865492,-0.0203636645619106,1.79954716070249,-0.001807277816293,0,0
0.05,0.00125514332141926,1.74233537109103e-05,0.000711718829993158,-0.0618827506957323,-0.0356459717422547,-0.00138383339914921,0.000408575052676183,0.068353642690767,-0.0206854940966548,1.79953715218785,-0.00139367274401347,0,0
0.06,0.00124897338517606,1.01792575151194e-05,0.000711870929300249,-0.061936444159022,-0.0356535895808481,-0.0013778558297627,0.000410131746210771,0.0684075221264114,-0.0206812108346623,1.79953024670151,-0.00102267414520049,0,0
0.07,0.00128282701517228,1.10602004497196e-05,0.000731885532729031,-0.0635849761491568,-0.0366560150416688,-0.0014153640280984,0.00042195527232038,0.0702403160030119,-0.021284046570634,1.79952576316972,-0.000975169576353522,0,0
0.08,0.00124208411473227,1.89070976830408e-06,0.000712133407440757,-0.0620063832594805,-0.0356667277256693,-0.00137120224483769,0.000411960364374417,0.0684784546654019,-0.0206786914048523,1.79952231820795,-0.000597708384391868,0,0
0.09,0.00123936649572302,-3.98728786876745e-07,0.000711872167145414,-0.0619849715248495,-0.0356536600078598,-0.00136849532157421,0.00041232493000857,0.0684545950817885,-0.0206709598006683,1.79952025919792,-0.000482604505333737,0,0
0.1,0.00123802130732559,-1.8629822307048e-06,0.000711868137759379,-0.0619909217135905,-0.035653458703698,-0.00136718368351852,0.000412627893470503,0.0684603161392567,-0.0206695091027784,1.79951887914461,-0.000407888458549638,0,0
0.11,0.00123712606428415,-2.84651014226256e-06,0.00071186769039031,-0.0619953337069282,-0.0356534253179304,-0.00136631127079139,0.000412831707674241,0.0684645864746578,-0.0206685397933366,1.79951795087391,-0.000357679631334136,0,0
0.12,0.00123652407144269,-3.50810591953632e-06,0.000711867419170809,-0.0619983121710814,-0.0356533971755888,-0.00136572463625248,0.000412968787763861,0.0684674680839395,-0.0206678798234813,1.79951732642302,-0.000323904893726487,0,0
0.13,0.00129970375175598,4.30339059676044e-06,0.000745583293152708,-0.0647665676486546,-0.0373420383111594,-0.00143490269860824,0.000431484107336289,0.071546463758791,-0.0216850094266031,1.7995156828548,-0.000565805057324688,0,0
0.14,0.00138599509008288,-6.16309853285202e-06,0.000797112897723301,-0.0696042643280983,-0.0399228835148256,-0.00153062976565433,0.00046210808469843,0.0768433129712856,-0.0231018504105443,1.79951489832315,-0.000967982573847993,0,0
0.15,0.00123650186633605,-6.35657670500223e-06,0.000712989782551643,-0.0621396116882278,-0.0357096168885177,-0.00136595620073959,0.000414071193319009,0.0686177703917675,-0.0206908111380661,1.79951422451604,-0.000171297015819277,0,0
0.16,0.0012341447665112,-6.17712476014276e-06,0.000711881135675061,-0.0620127912375054,-0.0356541064824656,-0.00136340936002327,0.000413525057327758,0.0684816786708256,-0.0206654608599763,1.79951479917996,-0.00018750972542611,0,0
0.17,0.00123448004201331,-5.75464855501195e-06,0.00071186669476655,-0.0620084315764224,-0.0356533753737032,-0.00136373279815547,0.000413434421017516,0.0684772751855787,-0.0206657094062746,1.79951520586492,-0.000209215183627533,0,0
0.18,0.00123474325704826,-5.46454430150334e-06,0.000711866620955192,-0.0620070871155165,-0.0356533661607274,-0.00136398925497391,0.000413374296699759,0.0684759693106454,-0.0206659865022142,1.79951547983796,-0.000224027785694198,0,0
0.19,0.0012349209068292,-5.26927442479064e-06,0.00071186669837704,-0.0620062059406714,-0.035653365861333,-0.00136416237206434,0.000413333842100876,0.0684751148248389,-0.020666173378837,1.79951566414939,-0.0002339964419823,0,0
0.2,0.00123504058177993,-5.13791201228742e-06,0.000711866752130784,-0.0620056212845741,-0.0356533656858489,-0.00136427899381988,0.000413306591351214,0.0684745479171995,-0.0206662972772105,1.79951578813739,-0.000240702497043211,0,0
0.21,0.00123512102476724,-5.04954414282111e-06,0.000711866788311389,-0.0620052246814439,-0.0356533655942002,-0.00136435738454792,0.000413288273911074,0.0684741633455548,-0.020666381398695,1.79951587154531,-0.000245213701676613,0,0
0.22,0.00123517515789184,-4.99009820487117e-06,0.000711866812649851,-0.0620049586309343,-0.0356533655587647,-0.00136441013661822,0.000413275947423543,0.0684739053752106,-0.0206664378439412,1.79951592765476,-0.000248248415847834,0,0
