t,theta,omega,r,i_d,i_q,i_q_ref,v_d,v_q
0,0,0,0,0.0675142014374071,0.0316737936230608,0,-0.246924001718043,-0.257257629172829
0.01,0.000831486165421345,6.52278686175123e-05,0.000469790819931982,0.0938030126320319,-0.13077774374175,-0.000389620747397956,-0.658187344470389,-0.0741802880319743
0.02,0.000969670593448467,6.81177189107984e-05,0.00054570340123218,0.10613086518095,-0.00133633412439384,-0.000455647072983967,-0.11278258572746,0.270839640714492
0.03,0.00102174380090233,6.91471723257564e-05,0.000574962445796856,-0.0719358624488169,-0.0606981441377313,-0.000480133723044693,0.0352717749283598,-0.152600236656266
0.04,0.000999042288395038,6.29331552772783e-05,0.000562837389853113,-0.0183100491431707,0.0213272020618403,-0.000469070733961359,0.396824027108421,0.177622790982127
0.05,0.00102287750322177,6.15594763075933e-05,0.000577009648747384,-0.28927514494823,-0.0468912267040161,-0.000479810741746203,-0.617401512279565,0.250028441501429
0.06,0.00102470157400438,5.81537533435039e-05,0.000578705636111275,-0.0796447907301653,-0.12369751387747,-0.000480261447780212,-0.303870694541188,0.683535977890686
0.07,0.00104422762295783,5.67908355151303e-05,0.000590669515466345,-0.0606312612465506,0.0325094010784369,-0.00048884843087446,-0.454663956579393,-0.39010601211907
0.08,0.00102520658755258,5.16672043886501e-05,0.000580337358467846,-0.107109162762847,-0.033748210223848,-0.00047968236843175,0.682469008961083,0.140834645878599
0.09,0.00102176759508687,4.83448966406286e-05,0.000579095558520351,-0.0172751895789655,-0.0236205901132838,-0.000477647321516822,-0.435090882552215,-0.076574570981199
0.1,0.00102038169342915,4.54174842161592e-05,0.000578943979573771,-0.253885005722054,-0.0964803322037808,-0.000476616120793743,-0.896613268534453,0.0574632023159087
0.11,0.00101931663688247,4.26951046392787e-05,0.000578923295415103,-0.114508526572521,0.0181011045436726,-0.000475765600599603,-0.585161000133944,0.165256672920228
0.12,0.00101834750713503,4.01439574488904e-05,0.000578918460935212,-0.0401015131060125,0.033027289985626,-0.000474983203299049,-0.553249899934673,-0.0454608660689928
0.13,0.00106149076423383,4.20929209212773e-05,0.00060388099456284,-0.0485319518835674,-0.0373298222302195,-0.000494841219781012,0.0412953957214038,-0.0380672473165012
0.14,0.00109027544603922,3.54747789970133e-05,0.000621053045518007,-0.0864058413687234,0.0174623229707347,-0.000507780814971808,0.331255970318413,-0.248239496205367
0.15,0.00102508665130658,3.39942816935945e-05,0.000583963775475499,-0.0140610295940265,0.0110139384914568,-0.000477388598273396,0.243391766795616,0.0040288485360498
0.16,0.00101612033558568,3.11929907184094e-05,0.00057951449401614,-0.195783137812133,0.0110693585529915,-0.000472817038321317,-0.784781514632374,0.185527784764639
0.17,0.00101437588109113,2.92519998765783e-05,0.000578979273341121,-0.100175854872893,-0.0917672870846656,-0.000471727946797062,0.0680219906579647,0.166348350574589
0.18,0.00101359152851411,2.75186939688865e-05,0.000578913502736292,0.201421139044282,-0.100794683384264,-0.000471132296949378,0.101081075089208,-0.312902849021656
0.19,0.001012964063418,2.59036587522132e-05,0.000578904122999978,-0.106430379492399,0.0334979024021294,-0.000470629556597809,-0.17088632733189,-0.0333575837576957
0.2,0.00101238972753456,2.43898030021228e-05,0.00057890159706079,-0.208307026814515,0.0019135169965566,-0.000470165701576256,0.695928833036113,-0.12861419302576
0.21,0.00101185236831894,2.29696270253044e-05,0.000578899979166791,-0.0197410575032099,0.0339580241696981,-0.000469731260250773,-0.354489745657201,0.232576401223435
0.22,0.00101134853672451,2.16371881833766e-05,0.000578898551064429,-0.0602588940132938,0.00745247895604864,-0.000469323872067509,0.0193704241307287,-0.205686885183608
0.23,0.00101087551174122,2.03870422410546e-05,0.000578897221666392,0.0249508782090448,-0.0429922982276942,-0.000468941390146461,0.325395980512948,0.289876939182163
0.24,0.00101043198328,1.92141105799237e-05,0.000578895975392072,-0.0436260042639826,-0.0323532115011191,-0.000468582758261357,-0.215287627410688,0.487998383175379
0.25,0.00101001576897128,1.81136219907785e-05,0.000578894805998938,-0.0689008555581771,0.0178515703402005,-0.000468246213869454,-0.660524705476105,-0.204572466543669
0.26,0.00101866171769508,1.8009937775787e-05,0.00058404893715143,0.00175875301895002,-0.111372691220643,-0.000472134105109482,0.115241224660267,0.117216748681554
0.27,0.000994983515559304,1.46412585309008e-05,0.000570562532107048,0.141781939540173,-0.0151075583363215,-0.000461104147196274,0.428218718835807,0.11018577556973
0.28,0.00099419334884691,2.06261574930977e-05,0.000570298141448066,-0.14183025235883,-0.0155876162190117,-0.000460623764237717,0.688049818398397,-0.0443743816515634
0.29,0.00100671245283775,1.41582186188316e-05,0.000577860325034358,-0.0370133033648021,-0.171631021046072,-0.000466195825759245,0.214582975929862,0.376261084820056
0.3,0.000995809205779101,1.2455731848604e-05,0.000572076047258141,0.187514251223589,-0.0339317058650306,-0.000460863392489095,0.463481331809989,-0.211552616805354
0.31,0.00100647301439201,1.28214978758479e-05,0.000578072252864622,-0.0808312206161314,-0.0637810475864152,-0.000465874212607885,0.851523367873707,0.0336629858960888
0.32,0.00100760140712531,1.22498186101438e-05,0.000578790612541709,-0.318902302842554,0.00524047194397292,-0.000466353143389832,0.745841932523819,0.232169094053496
0.33,0.00100752629597295,1.15965685836272e-05,0.000578876130024976,-0.098943987611608,-0.00995071382862253,-0.000466240386435239,0.0500402154778259,-0.140413449107017
0.34,0.00100731073899956,1.09687307485729e-05,0.000578885799824457,-0.147577913034981,-0.0440991206626765,-0.000466059850710292,0.413888841668237,0.267059790829556
0.35,0.00100709021893268,1.0377764738223e-05,0.000578886410547661,-0.186041058043125,-0.0708970664354129,-0.000465880796223084,0.147701787304531,-0.102020224303618
0.36,0.00100688071480078,9.82305573415942e-06,0.000578885968808547,-0.267305576620576,0.00299574537203873,-0.000465711309807693,-0.27314864644944,0.152911693752078
0.37,0.00100668389992997,9.30257829168113e-06,0.000578885432622354,0.0320767728894881,-0.0979191864964979,-0.000465552162658815,0.0326791549671571,0.104580395393158
0.38,0.00100649930866769,8.81424421095289e-06,0.000578884914912365,-0.0292477452732804,-0.0760036613240432,-0.000465402908319028,0.54142696494544,-0.0512030634652567
