t,theta,omega,r,i_d,i_q,i_q_ref,v_d,v_q
0,0,0,0,0.137721252635685,0.0637814469814717,0,0.193105655840755,0.0473859622005339
0.01,0.000590957746855411,3.90305503970012e-05,0.000336444084850052,0.0579690822358066,-0.0426819169042967,0.000574689309000878,0.0696357636903786,0.44836694307275
0.02,0.000663110450634321,3.86196952604223e-05,0.000377152776381338,-0.0964912132671628,-0.00968878258393309,0.00064453380651522,-0.267615973811833,0.235180342383861
0.03,0.000691630961293149,3.93719274143223e-05,0.000393404954885926,0.25047620625962,0.0132776638510078,0.000672286833062774,0.513393824446398,-0.237087956052491
0.04,0.000675721224233843,3.63039143849164e-05,0.000384613805856661,-0.0163272835171171,-0.0894145004374729,0.000657054174877376,-0.788697648691197,0.145649942467705
0.05,0.000691729030903014,3.60851008736063e-05,0.000393874642607575,-0.0401302798795252,-0.011018850932615,0.000672755604315715,0.0165799445752894,0.205025748463191
0.06,0.000692435864461474,3.45682892657351e-05,0.000394460222256568,-0.0967983852322514,-0.0577570388703502,0.000673608555225403,-0.1001899294991,0.561087280313346
0.07,0.000709267786357246,3.45616426784545e-05,0.000404312828945552,0.00955290516278573,0.0181840482127542,0.000690219570853761,0.610888244812605,-0.118766839528342
0.08,0.000692935494646806,3.1653526093578e-05,0.000395119030836746,0.160626622807164,-0.0181510609145177,0.000674432160034436,-1.19778445442806,-0.267837872363299
0.09,0.000691543806181029,3.01449726975989e-05,0.000394534641291011,0.00613261497489707,0.0158914574198094,0.000673265657027077,-0.47767529486224,0.113977081668814
0.1,0.00069115514936326,2.87859693344217e-05,0.000394496218323211,0.00240157803878156,-0.0419319320982659,0.000673052322234002,0.0360059792118218,-0.305908015560477
0.11,0.000690846018679563,2.7491254513734e-05,0.000394492472810094,-0.149613353701016,-0.0181743175860612,0.000672906828554554,-0.0271570011693733,-0.00241306622771644
0.12,0.000690554162027814,2.62528301391285e-05,0.00039449098242417,-0.189193665385978,-0.0979903431095031,0.000672771306422973,-0.17082612784398,-0.0795683014227369
0.13,0.000722480928373858,2.78712104773149e-05,0.000412842448519282,-0.0532264917470011,-0.0556705698758822,0.000703978511350006,0.120893966986424,0.362606410413046
0.14,0.000749874941846128,2.37806980294408e-05,0.000428874595746756,0.0192721028350901,-0.027578394892258,0.000731008193913695,-0.560682270393907,0.0688898987636726
0.15,0.000693686032293605,2.30531004490331e-05,0.000396667488033332,0.000821209061542191,-0.0162191702720218,0.000676172987351287,-0.0875724982185837,-0.187718671620913
0.16,0.000689737544285715,2.16900934901787e-05,0.000394624253909251,-0.052100365536703,0.0482721443688285,0.000672516089401643,-0.947980538551716,0.616766554386075
0.17,0.000689259754005159,2.06812983378768e-05,0.000394493697133239,0.0804601111736167,0.0728939480704896,0.000672178634215518,0.232792908802881,0.0704364081571028
0.18,0.000689021143356171,1.9735640307772e-05,0.000394484462543237,-0.0787324136750623,0.0244656523064554,0.000672060582216677,-0.662073592918057,-0.114037560268548
0.19,0.000688807445872334,1.88321228051791e-05,0.000394482961928849,-0.266214449822815,-0.0297854615264381,0.000671960967349141,0.578559589978884,-0.302553294951515
0.2,0.000688603934746939,1.79677135747625e-05,0.000394481991114225,0.0955189715676385,-0.0199580028087775,0.000671866513178751,0.543104685076426,0.125613757756202
