t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r,"T_ass:0.54,S_pct:-0.19,kp:0.3987,ki:0.0186"
0,0.0791869088290247,0,0.0272848402477874,0.680665975230216,0.385064788908607,0,0,0,0,0,0,0,0
0.01,-0.0991387232805523,6.49130379315466e-05,-0.000642257792414988,-0.331352569884791,0.126492378801007,0.000576603293645467,-0.000347787092330615,-0.0255825648189124,0.0173275874700416,-1.59516931750109,-0.00152881301099308,0,0
0.02,-0.0792395573947334,6.44696920062415e-05,0.039630765254993,-0.496966629991554,0.0138561408036864,0.000646335178493421,-0.000389538685694954,-0.0290904392360514,0.0194177302225094,-1.59518091111382,-0.00165934426719357,0,0
0.03,-0.00649241598205421,6.60953373881057e-05,-0.0682203829418633,0.024394412513434,0.788748935884367,0.000673977997094041,-0.000406213764283595,-0.0303905998147973,0.0202502766535774,-1.59519288740332,-0.00167321831364005,0,0
0.04,-0.0190087095376533,6.13887677900493e-05,-0.0388328731781041,0.0798259453861929,0.0234694957501312,0.000658595652442476,-0.000397149790191102,-0.0298562385790639,0.0198023251318079,-1.5952042015485,-0.00157323822811046,0,0
0.05,-0.037328502638192,6.13718220847659e-05,0.0942199497503273,-0.309300565301618,-0.260657467646338,0.000674211753057778,-0.000406681295028774,-0.0306372588284865,0.02027935368175,-1.59521539148267,-0.00155837728446791,0,0
0.06,0.00678264811806167,5.91823009017389e-05,0.0788872364658446,0.177701363358825,-0.190447887497355,0.000674946088552172,-0.000407269039270072,-0.0307828672996377,0.0203113856514685,-1.59522626800931,-0.00150456486403924,0,0
0.07,-0.000247805898119439,5.9488505939953e-05,0.0353887159740253,-0.172023497193918,-0.517222247509763,0.000691538281816638,-0.000417497585541491,-0.0315965729298163,0.0208229197547296,-1.59523662725078,-0.00149663604906662,0,0
0.08,0.00401524841162955,5.49262222193647e-05,0.0529584706835752,0.120839995972414,-0.0863932592256669,0.000675552260780251,-0.000407934893117044,-0.031024871698797,0.0203498392869815,-1.59524682752951,-0.00140071723254122,0,0
0.09,0.0115701332808716,5.26821604580618e-05,0.0750982033665155,0.409227430447087,-0.269530650014776,0.000674289684828453,-0.000407342524035672,-0.0310734267448662,0.0203228893376484,-1.59525654200974,-0.00134742800962528,0,0
0.1,-0.0933847542701955,5.06596588820685e-05,-0.0144399548263351,-0.190968594176042,0.0457799510420366,0.000673979589440342,-0.000407304659004221,-0.0311585450501604,0.0203234369774338,-1.59526588629173,-0.0012986340732441,0,0
0.11,0.0258156373907666,4.87216530018486e-05,-0.116720746055964,0.232182932148637,-0.407237425236549,0.000673739186198974,-0.0004073011143975,-0.031242941542457,0.0203255992196756,-1.59527488047012,-0.00125182631065939,0,0
0.12,0.0207091862827174,4.68567304778844e-05,0.0280022752482428,-0.252419348722671,0.0314226749505277,0.000673511496453149,-0.000407299732381328,-0.0313243373032666,0.0203277806980921,-1.59528353804611,-0.00120678042605391,0,0
0.13,0.00858947088352935,4.9730824684957e-05,0.069377417382249,0.0510031856618355,-0.771897708369961,0.000704740819362849,-0.000426286553521655,-0.0327415675613517,0.0212745160684809,-1.59529216725764,-0.00124762366269441,0,0
0.14,0.00709911357152157,4.30879845225718e-05,0.127966360217665,-0.133469035208487,-0.513658809668925,0.000731887655121021,-0.000443038897215143,-0.0344304127897434,0.0221210718124201,-1.59530049824263,-0.00127888555031286,0,0
0.15,-0.0189851116491977,4.20281794504263e-05,0.115349381453298,0.00944353777198711,-0.140405462695733,0.000676624135998538,-0.000409505353009778,-0.0317200395929405,0.0204439879642697,-1.59530858670155,-0.00108672540393501,0,0
0.16,-0.0737194966545209,3.98989068344235e-05,-0.0108906145422688,0.309882763404668,-0.119352992323982,0.000672900394314718,-0.000407431595487235,-0.0316399224275172,0.0203427852100999,-1.59531600789467,-0.00103849841159629,0,0
0.17,-0.018161251705307,3.83311999030411e-05,-0.0763489536485543,-0.306502500115726,-0.64891440912653,0.000672487190082845,-0.000407302436255818,-0.031697263012606,0.0203382215393281,-1.59532312801884,-0.00100083660042382,0,0
0.18,0.0242640895444894,3.68530381820165e-05,0.0329898995464788,-0.274048160964013,-0.974245398033541,0.00067229275164459,-0.000407293516132442,-0.0317610783805984,0.020339565094178,-1.59532998020137,-0.000965145390549147,0,0
0.19,0.0549934868576117,3.54321673512459e-05,-0.0508379361738562,-0.13916287658786,0.472824928592826,0.000672118422983868,-0.000407292056850746,-0.031823047838068,0.0203412273238389,-1.5953365758695,-0.000930825752628748,0,0
0.2,-0.155480139114506,3.40645929099992e-05,-0.101034940210351,0.038145628820337,0.521082933229735,0.000671951643266787,-0.000407291095629175,-0.0318827433796027,0.0203428321314484,-1.59534292471221,-0.000897792707788224,0,0
0.21,-0.0647042867319657,3.27482084685471e-05,-0.0352966000140432,-0.611254821473397,0.0729714750467669,0.00067179124315224,-0.000407290197627954,-0.031940210968275,0.0203443767482774,-1.59534903597172,-0.000865995953941405,0,0
0.22,-0.0332726209032993,3.1481082260143e-05,-0.10523432171186,0.158435191079552,0.39947104571686,0.000671636684095658,-0.000407289328921106,-0.031995519401698,0.0203458778664731,-1.59535491853904,-0.000835389089227613,0,0
0.23,0.0198414700759398,3.02613734675106e-05,0.148117338665159,0.051369418365726,0.424111320574493,0.000671487858172465,-0.000407288489768242,-0.0320487553061634,0.0203473201012765,-1.59536058097227,-0.000805927577479956,0,0
0.24,-0.02453259860083,2.90873122139601e-05,0.0525371574721168,-0.147938836669715,-0.0290034723572206,0.000671344703876302,-0.00040728768286369,-0.032100003593783,0.0203487086480802,-1.59536603150912,-0.000777568557418356,0,0
0.25,-0.117435489003167,2.79571850114735e-05,0.0746122291729872,0.29065851978187,-0.221082602538402,0.000671206868867919,-0.000407286903675903,-0.0321493319394268,0.0203500439077947,-1.59537127807905,-0.000750270772218088,0,0
0.26,0.0641672928757065,2.78956667898456e-05,0.131767424579631,-0.252201990972532,-0.0854735831235483,0.000677830846090202,-0.000411365818193045,-0.0324833194215928,0.02055425374233,-1.59537628250049,-0.000742647292483506,0,0
0.27,0.0354071873235099,2.37894964811858e-05,0.043441559288719,0.125346896766586,0.1022741186257,0.000657577507949387,-0.000399124571596032,-0.0316757288199904,0.0199466126508357,-1.59538128790349,-0.000661748074100062,0,0
0.28,-0.0445081657017866,3.11002768285107e-05,-0.113027844668911,-0.455630353293802,0.531711022854714,0.00065638539049463,-0.000398431235548247,-0.0312504578612158,0.0199029066337022,-1.59538597310592,-0.000634453563446267,0,0
0.29,-0.0100893523957433,2.37038584600668e-05,-0.0707574538434341,0.0379281515926021,-0.671352017307213,0.000669779935923411,-0.000406736818693321,-0.0322896079336984,0.0203276894953007,-1.59539037781581,-0.000648373677827952,0,0
0.3,0.00184252516200678,2.2157762941788e-05,-0.0557034521943966,0.0905642126214807,0.0271541567709025,0.000664921207355293,-0.000403934068401482,-0.0321237749096241,0.020189308517076,-1.59539423311198,-0.000615350970125335,0,0
0.31,0.0622997654502185,2.2063073629397e-05,-0.0906645774496188,0.101113778776021,0.215963241342348,0.000670130709110103,-0.000407075818007955,-0.0323887453193869,0.0203466478325993,-1.59539838671871,-0.000608233078801505,0,0
0.32,-0.0366698499840248,2.12455270229839e-05,0.0103548903624566,0.0143153348039407,0.18318942498843,0.000670365631259436,-0.00040726945466089,-0.0324411456481522,0.0203573407063822,-1.59540242010027,-0.000588175998479414,0,0
0.33,0.0214871050593983,2.04120369744487e-05,0.0534044647747486,-0.14712586291051,0.0353391496233991,0.000670285368892152,-0.000407280876376048,-0.0324785924587177,0.0203589318056477,-1.59540630480256,-0.000568023463266653,0,0
0.34,-0.080191089105984,1.96067576325731e-05,-0.0795389467245344,-0.123488999500615,-0.101025827351651,0.000670188553912232,-0.000407281055816172,-0.0325138088323622,0.0203599250101604,-1.59541004427811,-0.000548570864057613,0,0
