timestamp,iq,id,iq_ref,id_ref,vq,vd,omega,omega_ref,r
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.70458977813405,0.0
0.001,0.0,0.0,10.0,0.0,0.0,1.0999999999999999,8.742149489712588,486.70458977813405,0.0
0.002,0.3806585668119527,-0.20697464465798338,10.0,0.0,0.1327672109123781,1.9481275576506851,16.723722805725338,486.70458977813405,0.0
0.003,0.7458812055048627,-0.42034494066838013,10.0,0.0,0.35847144261315084,2.6883511760394394,24.224989489392275,486.70458977813405,0.0
0.004,1.0551984225924247,-0.5968897523119657,10.0,0.0,0.6529138393034122,3.346750188266692,32.45956909934928,486.70458977813405,0.0
0.005,1.306629011427597,-0.7401036968072658,10.0,0.0,0.9977399833254195,3.9441893463392534,40.795981494683794,486.70458977813405,0.0
0.006,1.5104402423027312,-0.8568289899668953,10.0,0.0,1.3792350715550887,4.496462273498844,49.313226345044065,486.70458977813405,0.0
0.007,1.6780551683505631,-0.9525899891514513,10.0,0.0,1.7871744006564547,5.015257887208935,57.908346824099155,486.70458977813405,0.0
0.008,1.81822534572145,-1.0329019323193065,10.0,0.0,2.214076061975312,5.509225302207833,66.46617943460807,486.70458977813405,0.0
0.009000000000000001,1.9379386478994696,-1.101433213668585,10.0,0.0,2.6544196201789156,5.984719380372853,75.03229079437261,486.70458977813405,0.0
0.01,2.042345969015957,-1.1609879838482267,10.0,0.0,3.1041439422849284,6.446410734240699,83.65688401846404,486.70458977813405,0.0
0.011,2.1352774302633,-1.2135660534916362,10.0,0.0,3.5602530075261036,6.897726997406318,92.37994983377676,486.70458977813405,0.0
0.012,2.219587705604515,-1.260559477920093,10.0,0.0,4.020526288550418,7.341177725104434,101.05691627346883,486.70458977813405,0.0
0.013000000000000001,2.2973470165831302,-1.3030289387078662,10.0,0.0,4.483319020684483,7.778600286680931,109.47416478040608,486.70458977813405,0.0
0.014,2.3700880130719058,-1.3417410074529894,10.0,0.0,4.947408368716879,8.211335948809209,117.79359460661652,486.70458977813405,0.0
0.015,2.4394801532396393,-1.3763633021574044,10.0,0.0,5.411783679888895,8.640301254074332,126.02193201841175,486.70458977813405,0.0
0.016,2.506344945461027,-1.4073741749868733,10.0,0.0,5.875682963534423,9.066146354187474,134.01918635518697,486.70458977813405,0.0
0.017,2.571474597277971,-1.4348748554429327,10.0,0.0,6.33849179494858,9.489301258876202,141.91813556311294,486.70458977813405,0.0
