t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf
0,0,0,0,0,0,0,0,0,0,-0.144963141214248,0,0,0
0.01,-0.00468990448867131,0.00498302353293355,-0.0275556097981154,-0.172618462614946,-0.00196429367644351,0.00655494301998979,0.163210833397598,-0.0625992741855274,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-4.49911066240068e-11
0.02,-0.00464105132025594,-0.0437235887540002,-0.027848879358281,0.061651044589528,0.0401694246926314,-0.0178804052177012,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-0.630448173077874
0.03,-0.00468990448884902,0.00522728937536584,-0.0275556097970486,-0.173205604196326,-0.00217571886175322,0.00667727532478257,0.163719035921259,-0.0628933242348916,2.61705109019401,-0.144963141214248,148.785590358578,-0.144963141214248,0.111062878668385
0.04,0.00503187670521448,-0.0241823200371289,-0.0859162563485171,0.0610639030313765,0.018411049119402,-0.0164662581018753,-0.00982582480879626,0.104946922418889,2.61705109019401,-0.144963141214248,148.785590358578,-0.144963141214248,4.21731503488419
0.05,0.00498302353186712,-0.023840347855733,-0.0856229867587444,-0.0569515629747065,0.018139520321483,-0.0162527078330966,0.0921760154295109,0.045589018044795,2.61705109019401,-0.144963141214248,145.779512588918,-0.144963141214248,11.2677868988161
0.06,0.00527614253816056,-0.0246219985370716,-0.0870893345449024,-0.0534287135622524,0.0186692821390059,-0.0168978814191821,0.0898611711580133,0.0486225209393896,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,27.5071151387246
0.07,-0.0144116856786916,0.0246708517550509,0.0308050367290811,-0.173205604196326,-0.0141363387081287,0.0248296503871916,0.134491075439065,-0.113407593397171,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,7.60306643113023
0.08,0.0148025110629392,0.0243288795871845,-0.0862095258949462,-0.172031321071479,-0.0284712880883626,-0.000628068726830322,0.192077465556766,-0.0115371144537514,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,4.36754366001027
0.09,-0.00468990448938218,0.00522728937643216,-0.027555609793848,-0.056364421393325,-0.00217571886240917,0.00667727532577807,0.0625867265867335,-0.00437736053719409,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-1.20760957940939
0.1,0.0147536578955678,-0.062825178967729,-0.0859162563421151,0.177317944288777,0.0469896896940124,-0.0442339529783067,-0.110449931651699,0.163168836083294,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-2.28692038221571
0.11,-0.00468990448955995,-0.0436258824153922,-0.0275556097927808,0.178492227390396,0.0401093210783939,-0.0177891872572394,-0.140694297140982,0.11324266696719,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-2.10941880116071
0.12,0.0245242922534705,-0.0826107135189688,-0.144570172427341,0.295333410241996,0.0592218383324368,-0.0625998782999894,-0.18322381137742,0.27304100956664,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-0.906822545551734
0.13,-0.00464105132025594,0.0442121204719221,-0.027848879358281,-0.290633928589255,-0.0359436472012065,0.0261592274323269,0.265506421949385,-0.121449497456232,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,0.190703482142069
0.14,-0.0144116856786916,-0.0241823200371289,0.0308050367290811,-0.0551901382345679,0.028148701232893,0.000363187803842209,0.0323423610612191,-0.0543035296018268,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-0.36210694950827
0.15,-0.0143628325090322,0.199320940965409,0.0305117671614475,-1.10676078337643,-0.165329823004943,0.112254969111272,0.942680019150637,-0.580693362326005,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,1.31721156903248
0.16,0.0440655609692752,-0.130877647299137,-0.261584735042832,0.527841492735433,0.0912128728042012,-0.103686759332611,-0.325869229909323,0.49076721575397,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,6.63801257360617
0.17,-0.00468990449009324,-0.0436258824143256,-0.0275556097895794,0.061063902991058,0.0401093210777377,-0.0177891872562436,-0.0390537852725224,0.0544326532080204,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,0.363059672289544
0.18,-0.0241334668694023,0.00498302353499983,0.0891656832604122,-0.172618462623224,0.00777335843366886,0.023384388923994,0.104754912437237,-0.163627812519657,2.61705109019401,-0.144963141214248,142.98706471002,-0.144963141214248,7.74935200680182
0.19,-0.0145582451887364,-0.0243777327171887,0.0313915758686168,-0.0546029966021912,0.0283912407715837,0.000392177072277271,0.0315404101571127,-0.0545171606063185,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,1.90320258293033
0.2,0.0148025110608063,-0.0627274726239218,-0.0862095258885442,0.176730802681494,0.0468806531546363,-0.0442273050872968,-0.109794854948887,0.163128626540916,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,4.83192493965157
0.21,-0.0046899044904485,0.00542270205933504,-0.0275556097874468,-0.0575387046116198,-0.00234485901794691,0.00677514117489802,0.0636031316799848,-0.0049654606674284,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,-0.780353947529425
0.22,-0.0144116856786916,-0.0239380541967182,0.0308050367290811,-0.056951562958152,0.0279372760492441,0.000485520107468725,0.0338669686160101,-0.0551856797368536,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,2.66471031374266
0.23,-0.00454334497951502,0.0441144141311812,-0.0281421489301831,-0.290046786984377,-0.0359080100475282,0.0260257244311634,0.265145093573807,-0.12090160685494,2.61705109019401,-0.144963141214248,142.98706471002,-0.144963141214248,-0.981816684646578
0.24,0.014753657891836,0.111922616625335,-0.08591625632718,-0.639983193870486,-0.104263898253162,0.0432825837318577,0.596968031250632,-0.246148859844382,2.61705109019401,-0.144963141214248,142.98706471002,-0.144963141214248,2.60423165981854
0.25,0.0245242922434066,-0.0826107135055503,-0.144570172387065,0.29533341016136,0.0592218383258625,-0.0625998782845584,-0.183223811327796,0.273041009491395,2.61705109019401,-0.144963141214248,142.98706471002,-0.144963141214248,1.76669308673157
0.26,-0.024084613700298,0.0923813479062838,0.088872413696111,-0.522554869468202,-0.0678990445124148,0.0671126054655572,0.407790512091979,-0.338627813046807,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,2.31736115535718
0.27,-0.0143628325079656,-0.0242800263785809,0.0305117671550447,-0.0551901381942502,0.02820880484888,0.000271969840725262,0.0324892351963456,-0.0540496890387043,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,14.8987373817096
0.28,0.0244754390806775,-0.0825130071761825,-0.144276902849299,0.294746268624827,0.0591617347163301,-0.0625086603344151,-0.182862482994277,0.272493118953878,2.61705109019401,-0.144963141214248,145.733734754073,-0.144963141214248,13.3654945362268
