t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,T_ass,S_pct,omega_seen,iq_ref
0,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,-0.00464105132025594,-0.00464105132025594,-0.0557772798034009,-0.027848879358281,0,0,0,0,0,0,0,0
0.01,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1916.7255420477,0,0,0,0,-0.00464105132025594
0.02,-0.00464105132025594,-0.00464105132025594,-0.027848879358281,-0.0557772798034009,0.00634139273981369,0.00169276484897846,0.0622253982203578,-0.0038294699498561,2.61705109019401,-0.144963141214248,1916.7255420477,0,0,0,0,-0.00464105132025594
0.03,-0.00462150614281927,0.0540218451852311,-0.0279662106548199,-0.408062252982184,-0.0444442785303603,0.0310551796349811,0.367205695234527,-0.180157954680368,2.61705109019401,-0.144963141214248,1968.91227288472,0,0,0,0,-0.00464105132025594
0.04,-0.00464105132025594,-0.0336793766391891,-0.027848879358281,0.0604767613698963,0.0314756204856573,-0.0128501005133998,-0.0383987085465431,0.0543924436779697,2.61705109019401,-0.144963141214248,1968.91227288472,0,0,0,0,-0.00464105132025594
0.05,-0.00464105132025594,0.01480251105272,-0.027848879358281,-0.17273589089726,-0.0104880531564433,0.0114304169569955,0.163459348036118,-0.0624042436472821,2.61705109019401,-0.144963141214248,1968.91227288472,0,0,0,0,-0.00464105132025594
0.06,-0.00464105132025594,0.102660055204324,-0.027848879358281,-0.524786007429712,-0.0865334689868505,0.0554309032671651,0.468177602608056,-0.238716664880571,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.07,-0.00462151005165466,0.0537678008757436,-0.0279661871897618,-0.289694501999668,-0.044224387599746,0.0309279534983903,0.264752047528223,-0.120877481130202,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.08,-0.00464105132025594,0.0149002173966153,-0.027848879358281,-0.173205604196326,-0.0105726232365944,0.0114793498823178,0.16386591008487,-0.0626394837030434,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.09,0.0149002173966153,-0.0338552480534463,-0.145156711533001,0.0611813312990043,0.0218412615924749,-0.0298521957530071,0.0197411176888072,0.156281523140102,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.1,-0.00464105132025594,-0.0339529543955646,-0.027848879358281,0.061651044589528,0.0317124167044273,-0.0129871127010315,-0.0394151136441573,0.054980543803333,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.11,0.0149002173966153,0.0147243459774137,-0.145156711533001,-0.172266177597178,-0.0202069821254972,-0.00552274535976576,0.221802455278094,0.0393672157972396,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.12,-0.0242018613058414,0.073484941009804,0.0309223445612294,-0.407827396333451,-0.051484471515502,0.057750461804656,0.337510068475134,-0.231011537095435,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.13,0.00511004176955615,0.0733090695923702,-0.0863854876140287,-0.407122826391528,-0.06601212292265,0.0322913585751751,0.395649894699662,-0.129122457626419,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.14,-0.00462151005172137,0.054197708784238,-0.0279661871893613,-0.291808211822229,-0.0445964959483574,0.0311432583675405,0.266581576727292,-0.121936061369837,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.15,-0.00464105132025594,0.0149002173966153,-0.027848879358281,-0.173205604196326,-0.0105726232365944,0.0114793498823178,0.16386591008487,-0.0626394837030434,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.16,-0.0241432375004151,-0.0141771904584083,0.030687728899067,-0.056716706381241,0.0243624444036734,0.0137970992956256,0.0337224373227022,-0.0549665235278253,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
0.17,-0.00462151005143366,0.0537678008733127,-0.0279661871910884,-0.40688796973192,-0.0442243875977526,0.0309279534969816,0.366189278359381,-0.179569874848782,2.61705109019401,-0.144963141214248,1971.96412848922,0,0,0,0,-0.00464105132025594
