,Unnamed: 0,t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf,omega_meta
0,178,0.0,0.679303353770244,0.0051295830381796,1.14522944238895,-0.173205604196326,-0.344646091415273,-0.585404501808641,-0.423630782831212,-1.07800167758558,2.61705109019401,-0.144963141214248,93.8521894775067,149.701147039928,26.7240146281962,123.40414
1,179,0.01,0.698844622487115,0.0246708517550509,1.08657552630159,-0.290633928589255,-0.37134669242502,-0.592531932751709,-0.292615436320893,-1.08604358164464,2.61705109019401,-0.144963141214248,103.891268488923,149.701147039928,32.8437480498668,161.42871
2,180,0.02,0.669679278931485,-0.0241823200371289,1.26195073538559,-0.0551901381642094,-0.314455174323893,-0.591754226493991,-0.584235418206489,-1.11992615203142,2.61705109019401,-0.144963141214248,145.660490220526,149.701147039928,-15.0992100366309,181.93243
3,181,0.03,0.67925450059693,0.0052272893848086,1.26283054415325,-0.0563644214436613,-0.344706195034444,-0.58531328384069,-0.58365963558998,-1.12127577385496,2.61705109019401,-0.144963141214248,179.914517524518,149.701147039928,-4.96742105522344,246.56497
4,182,0.04,0.708566403672148,-0.0436258824071933,1.20417662806642,0.178492227341127,-0.317101032643541,-0.635150770388486,-0.757565824672548,-0.952887636655452,2.61705109019401,-0.144963141214248,148.863412675378,149.701147039928,-0.458090492322933,252.9186
5,183,0.05,0.698746916140131,-0.0240357605166518,1.26312381374496,0.178492227340058,-0.329139574681367,-0.616840425861929,-0.787087533496035,-1.00390958690788,2.61705109019401,-0.144963141214248,98.8129807614658,149.701147039928,-14.8695632638583,239.77853
6,184,0.06,0.72805881921526,0.005324995732505,1.1458159815713,0.0604767613025928,-0.369232761237621,-0.627507105812764,-0.626189149761586,-0.961477431353811,2.61705109019401,-0.144963141214248,61.853483464255,149.701147039928,-22.1136869018826,239.26004
7,185,0.07,0.718434744377657,-0.0629228852551794,1.2035900888846,0.412174592834701,-0.305340667319012,-0.653356601175044,-0.959536694884131,-0.835348028195751,2.61705109019401,-0.144963141214248,38.9187885964366,149.701147039928,-35.6158637151156,230.56621
8,186,0.08,0.70866411001931,0.180219350709875,1.26224400497143,-0.873665559034656,-0.510900018550227,-0.523130008931937,0.124052075184913,-1.53008578837004,2.61705109019401,-0.144963141214248,22.7897317265599,149.701147039928,-48.3529955776239,238.70538
9,187,0.09,0.718434744377835,-0.0242800263848253,1.26224400497089,0.179079368982457,-0.33878813389751,-0.634003629280413,-0.787155113536953,-1.00285401515512,2.61705109019401,-0.144963141214248,13.0054826585323,149.701147039928,-56.6337044387658,254.61514
