,Unnamed: 0.1,Unnamed: 0,t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf,omega_meta
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144963141214248,0.0,0.0,0.0,112.20813
1,1,1,0.01,-0.0046410513202559,0.0341972202546922,-0.027848879358281,-0.289459645346127,-0.0272752140134416,0.0211436026028239,0.264490016831433,-0.120861397319102,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-1.45123165253809e-10,84.84077
2,2,2,0.02,-0.0045921981484082,-0.014509392022387,-0.0281421489390512,-0.0551901381807687,0.0148585043453848,-0.0032917456329026,0.0618640698338534,-0.0032815793319965,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,-0.952032569001659,56.06219
3,3,3,0.03,-0.0046410513202559,0.0341972202538037,-0.027848879358281,-0.289459645341855,-0.0272752140126725,0.0211436026023789,0.264490016827736,-0.120861397316962,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,2.39715786735605,52.63146
4,4,4,0.04,-0.0240357605210609,0.0535430762821537,0.0885791440709816,-0.405713686483244,-0.0343069041829018,0.0476194826406956,0.306805076797176,-0.279858008668058,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.27651788716463,51.470436
5,5,5,0.05,0.0245731454108278,0.0535430762813537,-0.144570172368293,-0.405713686478971,-0.0586510344519759,0.0055458679001297,0.423570044506549,-0.0780547726386767,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,15.6517858389325,31.469091
6,6,6,0.06,-0.0045433449769604,-0.0141674198204528,-0.0284354185174206,-0.0569515630438586,0.0145380426039156,-0.0031627654347681,0.0635355516815877,-0.0039098889902089,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,5.98697742845031,35.260246
7,7,7,0.07,0.0051295830381796,-0.033708688536881,-0.086502795445643,-0.0563644214246988,0.0266076989882926,-0.0213217883764577,0.0921084354249076,0.0466445896758393,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,6.37614985231409,35.12241
8,8,8,0.08,-0.0045921981484304,-0.0145093920223426,-0.0281421489389179,-0.0557772798034009,0.0148585043453574,-0.0032917456328612,0.062372272393687,-0.0035756294012122,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,0.658062254648669,44.556705
9,9,9,0.09,0.0050807298662653,-0.0338552480517359,-0.0862095258644729,0.0610639029660952,0.0267590205703086,-0.0213529027238998,-0.0096789506113559,0.105200762878854,2.61705109019401,-0.144963141214248,-0.144963141214248,-0.144963141214248,1.85450666810343,59.35747
