t,iq,iq_ref,id,vq,vd,ia,ib,va,vb,theta_e,omega,r
0,0,0,0,0,0,0,0,0,0,0,0,1500
0.01,4.14769447949102,4.58933258056641,-0.0427765988195056,3.6234447238326,0.12631223179298,-0.361944310082215,4.13209337370369,-0.152999849173083,3.62241597455673,0.0770574730521805,26.2520564998565,1500
0.02,4.30818448950278,4.59908008575439,0.134009539369157,4.25496163445221,0.147335229341485,-1.57340327211136,4.01283120695894,-1.54019495736452,3.96915679632012,0.404767298056112,63.3188338169778,1500
0.03,4.39883060711125,4.66524600982666,0.0860006105750335,4.70567903583605,-0.148330374254992,-3.69249769333662,2.39218887209638,-4.07677922666044,2.35484356705566,1.01548150476221,104.14574532798,1500
0.04,4.65934638672453,4.59900569915771,-0.121831326475875,4.63621976678363,-0.113989173549976,-4.30460308079555,-1.78738466492227,-4.28583698961861,-1.77175860545922,1.93821780267312,147.941546733169,1500
0.05,4.38434721577556,4.54213619232178,0.18134689865781,4.74909711628858,-0.527363945376346,-0.0396720635221018,-4.3879167418614,0.680447747067584,-4.72959057576172,-3.10929482946208,188.723751257791,1500
0.06,4.67292308802841,4.52687358856201,-0.125643754344444,4.69290561193172,-0.3228102230249,4.67331019132904,0.110310449436232,4.69393954325029,0.30741029081815,-1.57407749701466,230.871022839427,1500
0.07,4.17790235494856,4.51129722595215,-0.111881958727058,5.34144827457199,-0.626881731405053,-1.20815239372701,4.00096906432742,-2.0113850895807,4.98782321223497,0.266485458981,271.236533808001,1500
0.08,4.19561945777288,4.56281566619873,0.14389344776667,6.2436288761139,-1.01823446122687,-2.95039115284423,-2.98648957874811,-3.48469834507249,-5.27982768701047,2.39655746225233,309.078786622315,1500
0.09,4.24951376477393,4.58004760742188,0.109189759074554,6.77946626190675,-1.23006565917977,4.23983505631369,0.306738220219341,6.62675377025507,1.88689130334408,-1.4728864244636,348.924866056719,1500
0.1,4.39154993908977,4.56943130493164,0.0123393061889234,6.89655498565878,-1.15827092004103,-4.14355701144346,1.45492213500047,-6.89413355738541,1.17259741060604,1.23592603978118,390.026168962758,1500
0.11,4.23010984569924,4.5745096206665,0.15477279872928,7.30404689706135,-1.5607266282697,3.71351696595219,-2.03164358820473,7.23018650375466,-1.87333173879738,-2.03483380900298,431.483632998985,1500
0.12,4.28969545371759,4.58777618408203,-0.0596229327635738,7.52441104805815,-1.43022895555293,-4.12897768156722,1.16472541179303,-7.62009899812616,0.772274396958956,1.28195642579847,473.269851277945,1500
0.13,4.24762645162004,4.56396961212158,0.0437139879902897,7.99996552423415,-1.61433860423962,4.18256541041752,0.741881373824139,7.56393268705601,3.06471202949951,-1.38495640818868,513.033234104258,1500
0.14,4.10314966771424,4.55731582641602,0.103908793919446,8.75807830350248,-1.91053004806409,-2.47043957044363,-3.27773741503244,-3.53832523989658,-8.23615900353724,2.52104476192138,552.713615854829,1500
0.15,4.39653288490499,4.54202270507812,0.115625989836715,8.81763333808894,-2.10273121642989,-1.75143326073127,4.03427221575105,-5.62899331381394,7.10539024449497,0.435878880554436,592.743810318541,1500
0.16,4.56126855915936,4.50832176208496,0.104973444374538,8.84814970550948,-2.2171180680113,4.47552985277325,0.886466485398625,8.15697954795815,4.08277483983652,-1.3522475632755,633.80509075621,1500
0.17,4.27971704441682,4.534987449646,-0.0904594130952661,9.44309044394336,-2.12773842430984,1.35589992747931,-4.06025815341229,4.83311819496796,-8.38690625011682,-2.8404259882993,674.584800040153,1500
0.18,4.18019652960718,4.55023384094238,0.00851367235707401,9.89724981130831,-2.38191576871434,-3.25206044719205,-2.62644595538647,-6.18670808835261,-8.08416474264378,2.25220618040057,715.166153417421,1500
0.19,4.01494554770453,4.5082836151123,-0.0790309285116551,10.5356438316603,-2.42118746284868,-3.93878461626918,0.782310287120851,-10.8097143621887,-0.109613346583255,1.35504911325411,754.602359025623,1500
0.2,4.31760756571536,4.48337554931641,0.032822147952829,10.7312723653265,-2.62908692284663,-2.90295092939825,3.19619903736056,-9.20784625936288,6.10637960584178,0.744956783796612,793.675823255274,1500
0.21,4.37635045249043,4.44189834594727,0.0605256692504028,10.9443453502361,-2.80943069222389,-1.74602032216213,4.01341745576613,-7.06483453137667,8.81814657419069,0.424177937769226,833.15757301879,1500
0.22,4.18960948319816,4.47568607330322,0.167668197133624,11.421319569117,-3.06649623188923,-1.46463510796313,3.92884006375365,-7.2425123643415,9.34858034636528,0.396831021251687,873.713245214468,1500
0.23,4.45223712762872,4.4847412109375,0.243005925229895,11.4868650507856,-3.32161304846488,-2.5533372472907,3.65539823027949,-9.69668217100253,6.99682333729058,0.66425272023922,913.632799513026,1500
0.24,4.04565216771069,4.44709968566895,-0.0566268197425042,12.3326133616666,-3.22678914515226,-3.8214285987868,1.32935756032404,-12.6928412713027,1.18207486105795,1.22202492829737,952.885308589151,1500
0.25,4.36292273348438,4.49265098571777,0.0654881041747182,12.5285610047985,-3.42744620073382,-3.86861877998497,-2.01821014894159,-9.38891900796077,-8.97554612109125,2.06665205920849,992.181860572299,1500
0.26,4.39319926182398,4.4141731262207,0.129259456463363,12.7822928436631,-3.56065342462571,0.133398327286444,-4.39307553400271,4.31784304861552,-12.5467722765252,-3.0818222526483,1031.38734003959,1500
0.27,4.47974582204835,4.47137546539307,0.110748638396009,13.1375508107368,-3.69086181077256,4.45271839855556,-0.503673261381805,13.4108902321572,2.52303892002108,-1.65871640655782,1071.08149095779,1500
0.28,4.48668856222117,4.48891448974609,0.168847259111973,13.4727584301552,-3.84825128435809,0.677283527862282,-4.4384874308893,6.31144822233078,-12.5095914802091,-2.95255223838278,1111.18675495698,1500
0.29,4.36334791795485,4.51325988769531,0.336490768031424,14.0738505002145,-4.22806805605108,3.73062156169302,2.28790162671442,8.91515205247365,11.6820328398042,-0.943706789482631,1151.00939795173,1500
0.3,4.16475784332113,4.5303258895874,0.0424542946796482,14.7674202498137,-4.11980507370948,-4.06043333081625,0.92730330886828,-15.3057829358815,-0.884592222240708,1.35646475732306,1191.02045978213,1500
0.31,4.4915450627655,4.5190544128418,0.0507229738989694,14.7693769088077,-4.26039952519301,3.21679888028019,-3.13508450201305,13.631646067959,-7.10378236340226,-2.33203809930436,1231.16004645201,1500
0.32,4.18372168468126,4.45894622802734,0.0777446234039894,15.2930462037017,-4.42611710546865,-2.14811557749258,3.59098465982162,-11.8487939354843,10.6336191907699,0.557673080870138,1271.43046187517,1500
0.33,4.52053009782897,4.48143005371094,0.0512191551763708,15.2508361245817,-4.52926282238365,2.50934059557575,-3.76045549669587,12.3471116116648,-10.0325001401528,-2.54182394847321,1311.51100287896,1500
0.34,4.21531036867808,4.36252212524414,-0.0298753370935279,15.7181233140957,-4.46945159395674,-3.40779712529849,2.48126032347651,-15.2971760776322,5.74732999903064,0.934363659263626,1350.78523550203,1500
0.35,3.9714919971817,4.3286018371582,-0.0650487144521683,16.361128293847,-4.49026445630951,3.97201149646399,-0.0102318565299636,16.4432904735007,4.17937702766818,-1.5897497564564,1388.98834050224,1500
0.36,3.83354060703771,4.11798095703125,-0.0226597505505347,16.6061750858451,-4.60990435705216,-2.44699579899424,-2.95106059067018,-7.14392429910351,-15.6837691506726,2.44339258217528,1425.72190641335,1500
0.37,3.57144030588608,3.80561923980713,-0.153216865110427,16.6227239422662,-4.40545892760629,-1.7141834844245,3.13691508459955,-11.2914371625678,12.9702145867907,0.457243292442112,1460.69754973122,1500
0.38,3.30756901210991,3.45636749267578,-0.188384878673999,16.5513276781557,-4.04639385233801,3.11817798335145,1.11913703205865,14.7229515631923,8.57638900620848,-1.28310258562047,1492.63776063331,1500
0.39,3.1103927607221,3.04250717163086,-0.140501556082865,16.2805613394502,-3.74766411120579,-1.53848990871374,2.70690461856345,-10.7361511088188,12.7998719988377,0.471687080539893,1521.02646430366,1500
0.4,2.55829267144208,2.62773513793945,-0.00181161986406891,16.2341689861355,-3.52263245661026,1.92234914218369,1.6880279767428,9.88378975263389,13.3516996004441,-0.850917530487916,1546.28751635095,1500
