t,iq,id,vq,vd,ia,ib,va,vb,theta_e,omega,omega_obs,r,omega_ekf
0,0,0,0,0,0,0,0,0,0,-0.144963141214248,0,0,0
0.01,-0.0047876108388649,-0.00473875766599525,0.0316848454897959,-0.0551901381684866,-0.00478738366508062,0.00473898717077443,0.0316874911782423,0.0551886191854599,-1.57084426515748,-0.144963141214248,378.923037607024,-0.144963141214248,-1.72614699948739e-10
0.02,0.0338063948650258,0.0630694447673742,-0.200584662158541,-0.287698220409344,0.0338033713802707,-0.0630710653181187,-0.200570870146461,0.287707835779026,-1.57084426515748,-0.144963141214248,378.895502938174,-0.144963141214248,0.0655546318650204
0.03,-0.0144605388517389,-0.0240846136910342,0.0897522224044149,0.0610639029524779,-0.0144593842581798,0.0240853068779143,0.0897492949977663,-0.0610682054568915,-1.57084426515748,-0.144963141214248,380.726616300876,-0.144963141214248,-6.64548387200094
0.04,0.0244265858893697,0.0342460734209415,-0.14398363317898,-0.172618462558208,0.0244249441606184,-0.0342472443521219,-0.143975357967093,0.172625364699473,-1.57084426515748,-0.144963141214248,378.895502938174,-0.144963141214248,0.615690005398003
0.05,0.0244754390621504,0.0341483670741357,-0.0856229866785262,-0.172031320917953,0.0244738020172252,-0.0341495403473695,-0.0856147396803068,0.172035425346061,-1.57084426515748,-0.144963141214248,383.77847190538,-0.144963141214248,-15.4258943647108
0.06,-0.00434793228037229,-0.00420137276043046,0.0296319583707928,-0.0575387047241627,-0.00434773086844566,0.00420158118835697,0.029634716648033,0.0575372841504843,-1.57084426515748,-0.144963141214248,375.890105705753,-0.144963141214248,1.41340130033796
0.07,-0.00468990449365883,-0.00454334497345016,0.0310983063191871,-0.0563644214447238,-0.00468968668775133,0.00454356979457167,0.0311010083015249,0.0563629305780752,-1.57084426515748,-0.144963141214248,383.77847190538,-0.144963141214248,-19.8958474136122
0.08,-0.0143628325051998,-0.0240846136901455,0.0891656832258039,0.0610639029471375,-0.014361677911753,0.0240853021931434,0.0891627558198295,-0.0610681773338234,-1.57084426515748,-0.144963141214248,375.890332609088,-0.144963141214248,-4.58974373520633
0.09,0.0149002173966153,0.0149002173966153,-0.027848879358281,-0.0557772798034009,0.0148995030874704,-0.0149009316715182,-0.0278462054548192,0.0557786147689861,-1.57084426515748,-0.144963141214248,380.726616300876,-0.144963141214248,-21.5563906544029
0.1,-0.00468990449392541,-0.00473875766759489,0.0310983063207874,-0.055190138158874,-0.00468967732025333,0.00473898248849188,0.0311009520099073,0.0551886472935745,-1.57084426515748,-0.144963141214248,378.895502938174,-0.144963141214248,-10.9602661488315
0.11,-0.0144116856786916,-0.0241823200371289,0.0894589528164431,0.061651044589528,-0.0144105264013063,0.0241830108819557,0.0894559972635228,-0.0616553330344031,-1.57084426515748,-0.144963141214248,380.698400923233,-0.144963141214248,-21.0972987624986
0.12,-0.00473875766795015,-0.00464105132025594,0.0313915759146264,-0.0557772798034009,-0.00473853517810424,0.00464127848320637,0.0313942497500183,0.0557757748785626,-1.57084426515748,-0.144963141214248,380.726616300876,-0.144963141214248,-9.14402328268098
0.13,-0.00473875766810584,-0.00464105132025594,0.031391575915561,-0.0557772798034009,-0.00473853517825992,0.00464127848320638,0.0313942497509529,0.0557757748785626,-1.57084426515748,-0.144963141214248,378.895502938174,-0.144963141214248,-18.7789496650286
0.14,0.0248174112770926,0.0342460734174309,-0.145743250720549,-0.17261846254766,0.0248157695478924,-0.0342472630841405,-0.145734975506641,0.172625449042108,-1.57084426515748,-0.144963141214248,380.773982284942,-0.144963141214248,-7.49774550022925
0.15,4.45086592247464,0.0148025110484101,4.31371398948369,-0.172618462546594,4.45086520775226,-0.0150158782557247,4.31372225957349,0.172411669963015,-1.57084426515748,-0.144963141214248,292.287957805864,1754.977195009,-51.596285438708
0.16,4.72371088692688,0.0830503920457594,4.0811512121543,-0.759760084536732,4.72370690019933,-0.0832768389154843,4.08118762911928,0.759564439957241,-1.57084426515748,-0.144963141214248,325.512417388112,1754.977195009,-63.0724502900675
0.17,4.3831554263705,0.528347052907409,5.89326394964419,-4.72883744888306,0.0513556649581495,4.41458545004102,-5.33828070027336,5.34745011788083,0.108328908409172,72.79438580643,397.025487485462,1754.977195009,-158.394245642226
0.18,4.57817728816337,-0.121497838244216,5.83607638146468,-0.174379887449065,-4.4147811260173,1.21826787526977,-5.63346936648689,1.53434636646697,1.27501297761911,153.973744886234,297.873949165574,1754.977195009,-100.156476567533
0.19,4.54847455971079,0.0927233200583668,6.65928409376727,-1.34690170649817,-2.11137407678151,-4.02980371014693,-1.7641350321034,-6.56110024591722,2.67935999173885,184.797486491724,166.916164852759,1754.977195009,-125.774220040818
0.2,4.51916265663548,-0.131415032118238,7.42178500290404,-0.173205604196326,3.34869226569408,3.03749257406103,5.52723297384677,4.95606582517598,-0.863161104566537,286.780063019825,263.432149760219,1754.977195009,-94.1620758698538
0.21,4.52893329099392,-0.0343437797749666,8.06697807986608,-1.11087077445103,-4.36131098229184,-1.22122183292913,-7.49303923028942,-3.18818636718636,1.83623362378573,399.953306609251,414.623254221425,1754.977195009,-107.698311807225
0.22,4.51930921615302,-0.0735728767269633,8.76994526416117,-0.874252700770042,3.29829171048444,3.0904434231911,5.90911172088442,6.53901035259107,-0.834198485997794,456.756258204896,548.710075163232,1754.977195009,-88.1071695558826
0.23,4.51955348201631,0.0732797576842132,9.47261917886776,-1.81602786243389,0.402945474058248,-4.50215154616412,2.80321161518374,-9.22878518254101,-3.0361173257842,282.070379799119,611.703698514439,1754.977195009,-128.266833404524
0.24,4.5096362881405,-0.131170766253002,9.82512921456093,-2.64096184134614,-4.5040058186863,0.260685263244861,-10.0172524855353,-1.77834084789757,1.48390371658533,477.775624524101,660.760859497691,1754.977195009,-478.693313591149
0.25,4.56913945140162,-0.0242311732099097,10.4072693316374,-2.87346992359982,-2.38623208915693,3.89660350725957,-7.84638473067893,7.41635564150218,0.544175176519111,598.934292022907,752.670032169831,1754.977195009,-524.975228083891
0.26,4.57768875644036,-0.111189818978525,10.9999671538264,-2.52646922513421,-0.369484185671593,4.5641076853229,-3.14353393224328,10.8397656131323,0.0564934187733166,705.733899543276,830.714517538424,1754.977195009,-453.920405174658
0.27,4.5392413102549,0.0152910427802848,11.8762566600891,-3.34611892934932,-0.911886037998051,4.44673018547541,-5.70060190865399,10.9428114314701,0.205633332118998,796.986597777877,909.742591239677,1754.977195009,-392.141412326753
0.28,4.60704951268836,0.0149490705696629,12.1727522059889,-3.57862701159123,-4.06930368613182,2.16006856305696,-12.4379319514553,2.5060559306339,1.0860424538751,901.965547604664,995.819568193628,1754.977195009,-308.33506446175
